traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict7,y_predict0,y_predict2,y_predict3,y_predict4
210902021055.S0809.DHZ,unknown,0.12981169,0.13616088,0.12132168,0.22281049,0.32682645,0.08639895,0.1521758,0.32671425
210902021055.S0909.DHZ,unknown,0.592342,0.5685923,0.56728464,0.6309953,0.5955931,0.61416066,0.52018017,0.5808825
210902021055.S1009.DHZ,unknown,0.08221164,0.09234918,0.13391468,0.10572415,0.15645301,0.04839918,0.060477693,0.09592232
210902073444.S0416.DHZ,unknown,0.11321873,0.073653884,0.21977015,0.15439901,0.12507284,0.10232352,0.103364,0.12863214
210902073444.S1016.DHZ,unknown,0.89374,0.881772,0.8568074,0.86178833,0.89065343,0.8485338,0.8563896,0.86694664
210902231752.S0209.CHZ,unknown,0.53270185,0.4944196,0.68072313,0.60588187,0.4377283,0.6515618,0.4582092,0.5412717
210902231752.S0309.DHZ,unknown,0.29987094,0.29217768,0.36857885,0.32242057,0.24065085,0.29215667,0.21224745,0.18722795
210902231752.S0409.DHZ,unknown,0.5702901,0.58377236,0.52699393,0.5446693,0.46286726,0.5881315,0.39210442,0.5592575
210902231752.S0509.DHZ,unknown,0.5584858,0.6894673,0.6004369,0.4078541,0.49623245,0.6261193,0.645516,0.38231802
210902231752.S0709.DHZ,unknown,0.5917595,0.59608734,0.62410593,0.6376419,0.558068,0.68993175,0.706379,0.59741455
210902231752.S0809.DHZ,unknown,0.34076357,0.32004702,0.31988472,0.3083853,0.42564404,0.2772886,0.30667004,0.24027462
210903024932.S0209.CHZ,unknown,0.84420604,0.8296252,0.8600689,0.8058134,0.7705003,0.7828072,0.8467121,0.8214007
210903024932.S0309.DHZ,unknown,0.16477108,0.19377793,0.15252098,0.28449363,0.162145,0.120702565,0.14049312,0.06962136
210903024932.S0409.DHZ,unknown,0.59669006,0.537702,0.5708137,0.57428634,0.7208721,0.61037993,0.57243806,0.48411414
210903024932.S0509.DHZ,unknown,0.715864,0.7587383,0.62763816,0.8511637,0.73420984,0.70406765,0.7678066,0.73444784
210903024932.S0709.DHZ,unknown,0.44124335,0.34315252,0.50623596,0.4494372,0.48283088,0.3612514,0.40864405,0.5502668
210903024932.S0809.DHZ,unknown,0.37013993,0.38929683,0.31253237,0.41613826,0.36378032,0.4024943,0.27055165,0.37269068
210903024932.S0909.DHZ,unknown,0.6636182,0.69981974,0.65995973,0.6742757,0.70293874,0.67353654,0.6682713,0.68740004
210903024932.S1009.DHZ,unknown,0.22652063,0.13278602,0.19814156,0.18882844,0.15424234,0.23290339,0.13169251,0.12665072
210903212842.S0209.CHZ,unknown,0.83578813,0.786728,0.70542,0.6979307,0.71957546,0.7702126,0.73105603,0.6995181
210903212842.S0309.DHZ,unknown,0.57373214,0.41733322,0.5752063,0.46180433,0.42458013,0.48858422,0.46040145,0.6163161
210903212842.S0509.DHZ,unknown,0.6580691,0.5469405,0.6357627,0.613591,0.63812387,0.65991396,0.59601,0.51991266
210903212842.S0909.DHZ,unknown,0.2935709,0.33254522,0.32635996,0.31236503,0.33111364,0.33079073,0.263889,0.34388512
210903212842.S1009.DHZ,unknown,0.6315144,0.5841222,0.56393784,0.59237254,0.5782238,0.6182069,0.6270449,0.59711736
210904044525.S0209.CHZ,unknown,0.99017465,0.989165,0.98260397,0.98942673,0.9803801,0.9861202,0.98576814,0.9871818
210904044525.S0309.DHZ,unknown,0.9530023,0.90964395,0.9189145,0.94960904,0.8089343,0.935036,0.9049583,0.8964522
210904044525.S0509.DHZ,unknown,0.3669302,0.31446806,0.48363358,0.31513762,0.3263381,0.39689112,0.40241855,0.21662253
210904044525.S0709.DHZ,unknown,0.862297,0.89860606,0.82463145,0.8930609,0.7724135,0.83369225,0.79121226,0.84102166
210904062053.S0110.CHZ,unknown,0.025000213,0.046006072,0.017795203,0.033232175,0.020510623,0.017021805,0.03137242,0.029132536
210904062053.S0112.CHZ,unknown,0.2825777,0.2972949,0.3421163,0.35800815,0.31708,0.32723615,0.27557307,0.27104056
210904062053.S0206.CHZ,unknown,0.008464996,0.007960322,0.0062884386,0.009883005,0.0055724056,0.005752695,0.008541658,0.0074983183
210904062053.S0209.CHZ,unknown,0.41289574,0.3733491,0.43300083,0.37586063,0.35372505,0.3693478,0.3951309,0.25901663
210904062053.S0210.CHZ,unknown,0.9383898,0.89617217,0.92198586,0.958184,0.955755,0.94145703,0.93674743,0.9162008
210904062053.S0213.CHZ,unknown,0.2511834,0.31786567,0.31571728,0.35938427,0.31877118,0.32288176,0.25114533,0.2203982
210904062053.S0214.CHZ,unknown,0.7551011,0.7612993,0.6363398,0.7358611,0.78502744,0.8130986,0.72449195,0.7187252
210904062053.S0306.DHZ,unknown,0.022269167,0.025122048,0.03673752,0.021784585,0.014199507,0.015937988,0.013768319,0.030546129
210904062053.S0309.DHZ,unknown,0.38001806,0.32523435,0.3590062,0.42526272,0.48549232,0.29467815,0.31788737,0.44918066
210904062053.S0310.DHZ,unknown,0.5720756,0.46070707,0.50281364,0.595257,0.50526077,0.4056163,0.48111352,0.64811486
210904062053.S0314.DHZ,unknown,0.67504346,0.54555094,0.7474631,0.6409983,0.72152483,0.6352317,0.7167239,0.72058946
210904062053.S0406.DHZ,unknown,0.7526805,0.65335804,0.70612687,0.7557337,0.7818407,0.786585,0.63919556,0.6518333
210904062053.S0412.DHZ,unknown,0.8710512,0.8613682,0.89212435,0.88760656,0.8684062,0.9112945,0.85557103,0.93302226
210904062053.S0413.DHZ,unknown,0.32709223,0.33955482,0.35338262,0.38872147,0.25159243,0.41937256,0.26590237,0.21606095
210904062053.S0414.DHZ,unknown,0.78166246,0.766252,0.862436,0.7939451,0.76361257,0.802475,0.7153759,0.7827722
210904062053.S0506.DHZ,unknown,0.010702938,0.0077912854,0.011183503,0.009353945,0.008174913,0.005579304,0.0052945013,0.0048317155
210904062053.S0509.DHZ,unknown,0.93950206,0.91825956,0.9045203,0.9589732,0.94787914,0.9235941,0.92277277,0.9067895
210904062053.S0512.DHZ,unknown,0.44806948,0.4448604,0.5007371,0.53518605,0.48048854,0.4569557,0.26082313,0.66718644
210904062053.S0513.DHZ,unknown,0.26153588,0.16270635,0.24444829,0.24945623,0.41047233,0.27383405,0.19670588,0.24211082
210904062053.S0514.DHZ,unknown,0.6954387,0.5761565,0.5951146,0.59620637,0.5608302,0.65275115,0.60651886,0.55620223
210904062053.S0706.DHZ,unknown,0.0073819533,0.007712908,0.010559603,0.008691933,0.0055487985,0.0024142482,0.0037671314,0.003186787
210904062053.S0709.DHZ,unknown,0.8648308,0.7398634,0.8122582,0.7936428,0.7081171,0.8360042,0.7806222,0.69877064
210904062053.S0710.DHZ,unknown,0.014924319,0.018923936,0.03039625,0.014239689,0.01853391,0.012444162,0.011109984,0.015383958
210904062053.S0806.DHZ,unknown,0.0048895497,0.0044711973,0.0070278994,0.0055936873,0.003462018,0.0023633768,0.0027090723,0.0023362515
210904062053.S0809.DHZ,unknown,0.99577576,0.9951273,0.99331737,0.99466336,0.99143595,0.9921033,0.99379796,0.9955662
210904062053.S0813.DHZ,unknown,0.33139092,0.38313714,0.35737365,0.46941197,0.44432956,0.32203385,0.47651747,0.45997792
210904062053.S0814.DHZ,unknown,0.8501074,0.8696782,0.9114199,0.87316626,0.8368643,0.8693475,0.8436439,0.8012567
210904062053.S0906.DHZ,unknown,0.4029905,0.39250517,0.45845872,0.40855587,0.43016014,0.37806448,0.40358502,0.351141
210904062053.S0909.DHZ,unknown,0.35409135,0.41521892,0.44444373,0.54597723,0.40691444,0.4051122,0.5473534,0.3484199
210904062053.S1006.DHZ,unknown,0.01056331,0.010769911,0.009632228,0.011856885,0.0070804004,0.0070470325,0.008750226,0.0056306226
210904062053.S1009.DHZ,unknown,0.5636128,0.5400389,0.7205946,0.6145369,0.54714435,0.5749382,0.5376809,0.5227529
210904062053.S1012.DHZ,unknown,0.16588438,0.1419951,0.38510215,0.28680906,0.33217072,0.13241114,0.26841655,0.36329314
210904062053.S1014.DHZ,unknown,0.93836176,0.9185066,0.91838646,0.9236768,0.95611143,0.9269959,0.94156945,0.9602617
210904114224.S0110.CHZ,unknown,0.99385154,0.9950891,0.9908456,0.9942516,0.99338067,0.9912225,0.99417216,0.99371403
210904114224.S0206.CHZ,unknown,0.9648618,0.98299384,0.95149326,0.9866123,0.9766059,0.9627197,0.97912973,0.97376156
210904114224.S0210.CHZ,unknown,0.9946181,0.9952974,0.99342006,0.9948664,0.990668,0.9911487,0.9940929,0.99583155
210904114224.S0306.DHZ,unknown,0.46245572,0.5070531,0.16530605,0.47021863,0.2826395,0.29812837,0.26011246,0.23704132
210904114224.S0310.DHZ,unknown,0.13164912,0.146502,0.107807435,0.15872066,0.15678662,0.12517841,0.16210514,0.14794752
210904114224.S0506.DHZ,unknown,0.26420444,0.13690422,0.17749418,0.15747006,0.20859955,0.17205648,0.08581176,0.06840457
210904114224.S0510.DHZ,unknown,0.49451083,0.46471164,0.43582487,0.5528495,0.5513854,0.57645977,0.506685,0.48631275
210904114224.S0706.DHZ,unknown,0.112110525,0.13316302,0.0983808,0.20739129,0.10622824,0.17897351,0.16950291,0.10795121
210904114224.S0710.DHZ,unknown,0.9946853,0.9926178,0.9908043,0.9906431,0.9831051,0.99227446,0.9894469,0.9893394
210904114224.S0806.DHZ,unknown,0.9885225,0.9868895,0.9786323,0.9892809,0.95617956,0.98476344,0.98752683,0.98364705
210904114224.S0906.DHZ,unknown,0.11805519,0.1339277,0.0900824,0.13226458,0.053784586,0.09219822,0.05009754,0.04760014
210904114224.S0909.DHZ,unknown,0.24388704,0.16737029,0.33532536,0.46240595,0.3690379,0.18444456,0.28656194,0.4409359
210904114224.S1010.DHZ,unknown,0.7447005,0.6769734,0.80864066,0.79830194,0.8581409,0.7805266,0.8276171,0.8718839
210904175408.S0209.CHZ,unknown,0.9975382,0.99665725,0.99665916,0.9975629,0.9970715,0.9964592,0.9965668,0.99566525
210904175408.S0213.CHZ,unknown,0.9647271,0.9800087,0.93582857,0.9851812,0.9606381,0.9441386,0.96552825,0.9692528
210904175408.S0309.DHZ,unknown,0.9681277,0.9602885,0.94378084,0.95711756,0.9428431,0.95334375,0.94073653,0.9181861
210904175408.S0409.DHZ,unknown,0.41795984,0.55480444,0.31804433,0.6617314,0.5133018,0.2678759,0.3183349,0.40452063
210904175408.S0509.DHZ,unknown,0.61038357,0.57178694,0.6356039,0.62045276,0.42104918,0.64444107,0.6031608,0.4990808
210904175408.S0709.DHZ,unknown,0.9265914,0.90275246,0.8611811,0.8692151,0.88330144,0.89773405,0.87970775,0.82332456
210904175408.S0809.DHZ,unknown,0.9780652,0.98332995,0.97742975,0.9777995,0.95726556,0.9728678,0.98222464,0.96991247
210904175408.S0909.DHZ,unknown,0.5918195,0.58729327,0.645613,0.5723943,0.7069101,0.5200375,0.62659013,0.52979684
210904175408.S1009.DHZ,unknown,0.9944036,0.9889608,0.99141604,0.99397403,0.98847187,0.99084705,0.99099874,0.99076957
210904184737.S0206.CHZ,unknown,0.36712205,0.41162196,0.37683982,0.35867366,0.42463335,0.3764912,0.3739696,0.5052684
210904184737.S0306.DHZ,unknown,0.4507977,0.50262934,0.40078992,0.48337892,0.4396803,0.4772269,0.44404817,0.6061781
210904184737.S0310.DHZ,unknown,0.7148998,0.7077478,0.71343774,0.6724085,0.6981278,0.7232878,0.6204384,0.5909226
210904184737.S0406.DHZ,unknown,0.54180646,0.30810276,0.6018211,0.5040714,0.49578115,0.4040243,0.5199197,0.38881335
210904184737.S0512.DHZ,unknown,0.573131,0.65080285,0.58353543,0.61151046,0.62982213,0.4125338,0.504218,0.6559643
210904184737.S0706.DHZ,unknown,0.5736958,0.5653285,0.5992366,0.71006966,0.50161916,0.69299376,0.54792255,0.6710552
210904184737.S0806.DHZ,unknown,0.31834102,0.49814072,0.3668416,0.5822053,0.54774714,0.18916331,0.30519104,0.47874498
210904184737.S0809.DHZ,unknown,0.4565857,0.44007087,0.48348546,0.5713837,0.4960731,0.570727,0.48316643,0.29839528
210904184737.S0906.DHZ,unknown,0.71804404,0.5209813,0.5724135,0.5990149,0.49542737,0.68254215,0.60688627,0.43906036
210904235911.S0110.CHZ,unknown,0.0047914567,0.0073760618,0.0069963643,0.009010996,0.015506319,0.0062407507,0.0067081572,0.010343829
210904235911.S0112.CHZ,unknown,0.65822697,0.591525,0.7005892,0.7275634,0.7297289,0.688748,0.7184816,0.6505143
210904235911.S0206.CHZ,unknown,0.0075721047,0.0065617403,0.006118413,0.004966615,0.0057435683,0.0036082184,0.0056680455,0.0044408725
210904235911.S0209.CHZ,unknown,0.47647494,0.5494583,0.5365207,0.67246455,0.46906576,0.51664805,0.4964453,0.4216091
210904235911.S0210.CHZ,unknown,0.66845864,0.59324825,0.6686745,0.68983746,0.6864548,0.7052434,0.7288215,0.66269445
210904235911.S0213.CHZ,unknown,0.522162,0.4684537,0.5543131,0.55241156,0.5638968,0.57297194,0.57838166,0.4832696
210904235911.S0306.DHZ,unknown,0.47450742,0.28178307,0.3231421,0.3921409,0.32513016,0.2585769,0.25483528,0.3175719
210904235911.S0310.DHZ,unknown,0.9401202,0.9321033,0.916757,0.9515662,0.9188516,0.9006927,0.9233139,0.91802484
210904235911.S0314.DHZ,unknown,0.4748263,0.4464881,0.51147866,0.39009735,0.33756855,0.48198932,0.41603342,0.40435654
210904235911.S0406.DHZ,unknown,0.55013835,0.5265378,0.47969463,0.47060946,0.34758702,0.52643573,0.394719,0.43127078
210904235911.S0410.DHZ,unknown,0.59154284,0.5206862,0.5836986,0.6280286,0.6511555,0.6245358,0.5017211,0.5212117
210904235911.S0413.DHZ,unknown,0.5236315,0.46953416,0.41992104,0.4623594,0.49280283,0.63281125,0.4302324,0.5689293
210904235911.S0414.DHZ,unknown,0.79901856,0.7263305,0.8429078,0.7872396,0.7407387,0.7562998,0.81161845,0.8667086
210904235911.S0506.DHZ,unknown,0.20675433,0.12610468,0.16083719,0.14255719,0.094433464,0.06108965,0.11288887,0.10627069
210904235911.S0509.DHZ,unknown,0.45567355,0.5146409,0.5424155,0.50970465,0.5970304,0.53999627,0.5135832,0.45477664
210904235911.S0512.DHZ,unknown,0.5952161,0.5156111,0.56147134,0.59099394,0.63944596,0.5698278,0.51720095,0.5776096
210904235911.S0513.DHZ,unknown,0.642836,0.71170676,0.61775196,0.7171094,0.7321637,0.69449455,0.7035047,0.64625746
210904235911.S0514.DHZ,unknown,0.3737348,0.33608815,0.31475553,0.25872654,0.2184016,0.24570216,0.37369427,0.22101042
210904235911.S0706.DHZ,unknown,0.14279135,0.1485791,0.13595451,0.10307076,0.085866824,0.057819862,0.09165905,0.07780024
210904235911.S0710.DHZ,unknown,0.5776567,0.47788364,0.43232048,0.52314955,0.5682158,0.40414312,0.5130279,0.37901983
210904235911.S0806.DHZ,unknown,0.14408012,0.11470361,0.10483103,0.10701991,0.101426385,0.064611726,0.09469041,0.07155711
210904235911.S0809.DHZ,unknown,0.54919356,0.52110195,0.5762746,0.5578778,0.53190213,0.71638286,0.55512035,0.39735463
210904235911.S0813.DHZ,unknown,0.7943141,0.83181435,0.7618692,0.85976934,0.8819676,0.77842134,0.816701,0.9179649
210904235911.S0814.DHZ,unknown,0.55769885,0.5454711,0.676434,0.59919953,0.5449113,0.62371933,0.5276113,0.65073633
210904235911.S0906.DHZ,unknown,0.28177366,0.26130983,0.20343216,0.27803177,0.4629678,0.17012501,0.33663714,0.3169595
210904235911.S0909.DHZ,unknown,0.42657286,0.45974296,0.48029864,0.42258245,0.46236485,0.5312732,0.4576161,0.41547433
210904235911.S1006.DHZ,unknown,0.032019854,0.029123649,0.030953784,0.024941918,0.016874269,0.021874864,0.032919597,0.03425255
210904235911.S1009.DHZ,unknown,0.30930594,0.22663853,0.35623246,0.30261967,0.35324508,0.3344288,0.21804795,0.25984955
210904235911.S1014.DHZ,unknown,0.6406463,0.62803,0.6375711,0.6715454,0.7402789,0.7066943,0.77808124,0.70519274
