traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict7,y_predict0,y_predict2,y_predict3,y_predict4
10351661.GU.GRAM..HH,1,0.9946683,0.9923064,0.99467456,0.9942211,0.9907194,0.9924306,0.99248815,0.99333316
1035171.IV.RAVA..EH,0,0.014440101,0.009874997,0.012317551,0.014397485,0.01390517,0.008165716,0.006706957,0.010148086
1035171.IV.SERM..EH,1,0.6920813,0.5728658,0.6605199,0.6360418,0.7115765,0.56565696,0.61336404,0.713354
1035311.IV.RAVA..EH,0,0.007683185,0.0064940876,0.008315645,0.0097598275,0.007969358,0.007316258,0.0059565776,0.009021865
1035311.IV.T0800..HH,0,0.07724682,0.058527872,0.056407023,0.06651882,0.095040016,0.038697124,0.056594923,0.034407727
1038631.IV.T0822..EH,1,0.007578227,0.011597925,0.013312001,0.013729265,0.016751377,0.0065131253,0.011363873,0.007201076
1039091.IV.T0800..HH,1,0.9840352,0.98292035,0.9887949,0.98685247,0.9742028,0.98601204,0.9808146,0.9862921
1039651.IV.FIU..EH,1,0.06080667,0.038294926,0.05876573,0.027724622,0.026401587,0.05747921,0.032559674,0.021607544
1039651.IV.T0820..EH,1,0.79988194,0.81013995,0.63245136,0.8483806,0.88820624,0.7190821,0.90209633,0.8223368
1039651.IV.T0821..EH,1,0.44170198,0.6708752,0.24996531,0.648804,0.66184765,0.3261428,0.5499269,0.5401345
1039651.IV.T0822..EH,1,0.4173974,0.3786609,0.39419004,0.40539765,0.46586347,0.29744118,0.2562089,0.2554968
10418321.IV.IMOL..EH,1,0.54831094,0.3927456,0.5018965,0.61958325,0.4798876,0.44497415,0.5041321,0.52419114
1042731.IV.RAVA..EH,0,0.04195584,0.02480081,0.032146294,0.025179192,0.02391673,0.026140202,0.03400268,0.02516499
1042731.IV.T0800..HH,0,0.011696421,0.013936596,0.014520532,0.0074019735,0.01781253,0.0070111346,0.006130298,0.010842094
1042731.IV.T0822..EH,1,0.99011505,0.9921549,0.9889776,0.9922754,0.9881975,0.98976666,0.986355,0.99133193
10484811.IV.BDI..HH,1,0.9812259,0.9899239,0.97997504,0.990593,0.9871724,0.9778821,0.98348147,0.9864324
10484811.GU.GSCL..HH,0,0.007034131,0.0065696808,0.009074381,0.0077873277,0.0058586616,0.005349537,0.0053426246,0.0068701613
10484811.MN.VLC..HH,1,0.979267,0.98868495,0.9823631,0.9899956,0.9912601,0.9724496,0.9840883,0.9886153
10484811.IV.ZCCA..HH,1,0.99091,0.9933995,0.9892133,0.99482685,0.9939253,0.9874121,0.99027365,0.9947466
1048671.IV.ARCI..HH,1,0.9865003,0.9879403,0.9905207,0.9891356,0.9840283,0.9886262,0.98798347,0.9837487
1048671.IV.ATMC..EH,1,0.9932615,0.9941954,0.9900157,0.9953969,0.99474674,0.99101067,0.9938506,0.99304754
1048671.IV.CAFI..HH,1,0.90542626,0.9020466,0.9052443,0.90459734,0.9257819,0.8206751,0.93052787,0.9186044
1048671.IV.CRE..HH,1,0.99806327,0.99753845,0.99644876,0.9978496,0.99739045,0.9967018,0.9976382,0.99620503
1048671.IV.CSNT..HH,1,0.9986928,0.99754995,0.99829155,0.9989963,0.99732155,0.9984434,0.9972447,0.9981938
1048671.IV.FROS..HH,1,0.994686,0.99373335,0.99272376,0.9950879,0.99035126,0.99059063,0.99170625,0.9939839
10493511.IV.CSNT..HH,0,0.010220008,0.008568605,0.016346714,0.014957107,0.010191651,0.009459951,0.008629096,0.0071610934
10493511.IV.OSSC..HH,0,0.0077790087,0.008483446,0.009093283,0.014638165,0.018949104,0.0055818786,0.0059065116,0.007862384
1049781.IV.NOVE..EH,0,0.022065429,0.01338036,0.023716759,0.042079393,0.0152771175,0.017675277,0.013076174,0.02296915
1049781.IV.T0819..EH,1,0.99050796,0.993133,0.99015474,0.99251336,0.9896874,0.9919302,0.9898403,0.9904683
1049781.IV.T0825..EH,0,0.0022382853,0.0025308258,0.0042998143,0.0039342954,0.0020353098,0.0025027927,0.0015562462,0.0017752217
1050241.GU.MAIM..HH,1,0.83296686,0.8932348,0.8357147,0.8954394,0.9398077,0.7835978,0.76713,0.9207887
1050241.IV.MSSA..HH,1,0.9964289,0.9957675,0.9966543,0.99820817,0.99676126,0.9958834,0.9945268,0.9975414
1050241.GU.POPM..HH,1,0.90498877,0.8921457,0.88187003,0.94829625,0.92139846,0.87140447,0.9065404,0.93298924
1050241.MN.VLC..HH,0,0.78032243,0.6619375,0.7711342,0.77131647,0.73425347,0.67618704,0.6906782,0.86637443
1051001.IV.FIU..EH,0,0.008350233,0.0065087513,0.0060666786,0.010694949,0.00816633,0.004823906,0.0050987755,0.008090902
1051131.IV.RAVA..EH,0,0.13960686,0.14950985,0.15668803,0.2033441,0.15763082,0.14457202,0.16390972,0.10421615
10514481.IV.PRMA..HH,1,0.99468565,0.9947507,0.99566,0.99555874,0.9930934,0.9947061,0.9931861,0.9943456
10527341.IV.CAFI..HH,0,0.019463286,0.0105011985,0.014036445,0.018379085,0.0134224,0.015190874,0.013825615,0.013888508
10527341.GU.CARD..HH,0,0.0068166936,0.009047557,0.010498424,0.011579703,0.0069112107,0.0049560005,0.006118416,0.0070007676
10527341.IV.CRMI..HH,1,0.9948684,0.99310017,0.99391645,0.9951735,0.9919666,0.9920889,0.9910091,0.99399346
10527341.IV.CSNT..HH,0,0.006954802,0.0033989456,0.004116899,0.008838277,0.0046498594,0.00448877,0.002519192,0.0034577681
10527341.IV.FROS..HH,0,0.09572503,0.059866823,0.07076059,0.07390087,0.03711988,0.06297015,0.05138246,0.0415799
10527341.GU.MAIM..HH,0,0.004421085,0.0035879503,0.0032708973,0.004203036,0.0046639647,0.0028495518,0.0029892412,0.0029021213
10527341.IV.MPPT..EH,1,0.99290836,0.99207264,0.9929147,0.99355924,0.9914825,0.9918995,0.99040484,0.9936243
10527341.IV.OSSC..HH,0,0.006787209,0.005072913,0.006867338,0.008573751,0.0073085423,0.004184018,0.0047476706,0.0062840604
1053191.IV.RAVA..EH,0,0.028636932,0.02832318,0.0273681,0.020025155,0.024038278,0.02089013,0.023405792,0.017530348
1053191.IV.T0822..EH,0,0.5278383,0.36387363,0.48195434,0.41921452,0.36372703,0.41631585,0.32052255,0.32844216
1055031.IV.RAVA..EH,0,0.08078304,0.048780028,0.058151416,0.039056387,0.033389293,0.07264742,0.027620832,0.024693083
1055031.IV.SERM..EH,0,0.16912359,0.08415987,0.21099955,0.19268033,0.13353252,0.13828404,0.12635799,0.08893659
1055031.IV.T0822..EH,1,0.9904981,0.9929066,0.9922484,0.9913858,0.98788714,0.99192786,0.9850013,0.98995095
1056331.IV.CRE..HH,1,0.41517535,0.7042885,0.38888592,0.672087,0.64571404,0.3854204,0.7137809,0.7800793
1056331.IV.CSNT..HH,1,0.9733427,0.973356,0.96701664,0.9785256,0.94870317,0.9791134,0.9699313,0.9498928
1056331.IV.FROS..HH,1,0.9942374,0.9954947,0.99404246,0.99702793,0.9943831,0.9926306,0.99262613,0.9961438
1056331.IV.PARC..HH,1,0.5785664,0.80689603,0.67952067,0.7904323,0.8215857,0.46078128,0.7749353,0.84475416
1056331.IV.TRIF..HH,0,0.9475483,0.9589556,0.93264216,0.96776664,0.9760469,0.9398153,0.9588001,0.97821677
1056461.IV.ARCI..HH,0,0.0112288315,0.005254201,0.009297724,0.014160799,0.011044491,0.007104463,0.006272229,0.010647718
1056461.IV.ATBU..EH,0,0.1072773,0.05426484,0.07564307,0.096477814,0.08385666,0.13831602,0.04045849,0.042689618
1056461.IV.ATCC..EH,0,0.17527257,0.08575734,0.13372165,0.12906283,0.088757485,0.14974798,0.10411968,0.113544255
1056461.IV.ATMI..HH,1,0.12643237,0.08247565,0.09279187,0.12163467,0.114342995,0.12625347,0.066382125,0.0907853
1056461.IV.ATPC..HH,0,0.2753766,0.4344884,0.4522644,0.40007985,0.59326893,0.485913,0.3404649,0.46796826
1056461.IV.ATVA..EH,1,0.9153536,0.95959526,0.89657253,0.96155405,0.94912547,0.8703315,0.9446089,0.9723589
1056461.IV.ATVO..HH,1,0.67837673,0.85907483,0.69029796,0.8109999,0.8256888,0.5499348,0.8124784,0.87619954
1056461.IV.BADI..EH,0,0.008760336,0.0070429165,0.005420749,0.012045583,0.008588119,0.004632492,0.005753936,0.007387536
1056461.IV.CAFI..HH,1,0.996514,0.9961598,0.9940322,0.9986078,0.99685764,0.99519485,0.99585515,0.9955764
1056461.IV.CASP..HH,1,0.8086715,0.9115561,0.76368093,0.84274495,0.87847894,0.7103259,0.89662087,0.90366185
1056461.IV.CDCA..EH,0,0.30979207,0.21824174,0.37649933,0.34163076,0.3357019,0.28489068,0.2839846,0.32083678
1056461.IV.CSNT..HH,1,0.98519206,0.9830052,0.97744066,0.985941,0.97925526,0.9826613,0.976626,0.98023385
1056461.IV.FROS..HH,1,0.99740905,0.996411,0.9970283,0.99878305,0.9973671,0.9966788,0.9954661,0.9977253
1056461.GU.MAIM..HH,1,0.5333528,0.70887375,0.5606781,0.66853684,0.5460769,0.5170263,0.5456695,0.7194032
1056461.IV.MAON..HH,0,0.12683032,0.08562162,0.134036,0.18354774,0.094652444,0.12293298,0.087261565,0.13966891
1056461.IV.MCIV..HH,0,0.0408853,0.02176909,0.037591975,0.03817097,0.028738298,0.03393075,0.022248257,0.02746739
1056461.IV.MURB..HH,0,0.4005221,0.38068125,0.30808532,0.37880042,0.4483661,0.43001178,0.41783014,0.34294805
1056461.IV.PARC..HH,1,0.9966654,0.99637467,0.99626464,0.9978198,0.99714357,0.9967259,0.99684465,0.99657553
1056461.IV.SACS..HH,0,0.008091345,0.0060088653,0.011474852,0.0118280975,0.010717433,0.0063987323,0.0093834195,0.00941062
1056461.IV.SSP9..EH,0,0.011859198,0.007617652,0.014624038,0.018111331,0.011547373,0.01201594,0.0070342375,0.008084697
1057221.IV.TEOL..HH,1,0.9890928,0.9836633,0.985149,0.9892903,0.9818657,0.98267156,0.9818132,0.98782897
1057321.IV.TEOL..HH,1,0.9918029,0.99062717,0.99225134,0.9941555,0.99052167,0.99132806,0.98865753,0.9910336
1058621.IV.T0800..HH,0,0.0069265314,0.010369702,0.010183822,0.010697679,0.019292627,0.0050127474,0.0058696326,0.0073993783
1058621.IV.T0822..EH,1,0.9943758,0.9954158,0.99449944,0.99623436,0.99192435,0.99598145,0.9933935,0.99366754
1059681.IV.T0819..EH,1,0.99331796,0.99316555,0.9942907,0.99459696,0.9925713,0.9930155,0.9930722,0.99235314
1061571.IV.RAVA..EH,0,0.01031839,0.01511379,0.015385121,0.013398842,0.014827823,0.006168799,0.009431027,0.011155337
10623711.IV.FROS..HH,1,0.9894582,0.9784627,0.9892799,0.9863067,0.9716433,0.9881229,0.98624045,0.9802343
1063281.IV.T0822..EH,0,0.073678434,0.07718497,0.07253976,0.08970623,0.06334112,0.046812173,0.046440933,0.047084723
1063911.IV.RAVA..EH,0,0.019765513,0.023743095,0.034388524,0.04420038,0.03789533,0.01771922,0.025482437,0.023477886
1064441.IV.FIU..EH,1,0.9387958,0.95585084,0.9391807,0.9455711,0.93825704,0.93468475,0.9258433,0.9703462
1064441.IV.T0800..HH,1,0.990915,0.9927921,0.99155784,0.9950814,0.9916658,0.9914398,0.990315,0.993338
1065041.IV.T0822..EH,1,0.96525216,0.9809241,0.9645788,0.9791095,0.9716071,0.9517689,0.97383726,0.9810425
1065271.NI.CGRP..HH,0,0.0068495106,0.005132202,0.009976499,0.008605075,0.0066441274,0.006102295,0.006974672,0.007843059
1065271.IV.RAVA..EH,0,0.04017181,0.03191548,0.045980252,0.06589163,0.035285193,0.020203162,0.015867863,0.036937203
1065271.IV.SERM..EH,0,0.58697873,0.43477067,0.62800026,0.6315269,0.6406685,0.62800115,0.64077467,0.68724513
1065271.IV.T0800..HH,1,0.9918799,0.9930119,0.9918104,0.99351764,0.9905681,0.990853,0.9897556,0.9912409
1065271.IV.T0822..EH,1,0.9240452,0.934476,0.903475,0.93805104,0.9198152,0.9024668,0.9364538,0.94084585
1065871.NI.CGRP..HH,0,0.04181423,0.022204857,0.039034538,0.06887182,0.047561955,0.059486896,0.033118967,0.030265724
