traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict7,y_predict0,y_predict2,y_predict3,y_predict4
1004511.IV.RAVA..EH,0,0.08606356,0.08733539,0.10109574,0.12811476,0.20625697,0.043723255,0.13936655,0.09610626
1004511.IV.T0819..EH,1,0.47584495,0.42667875,0.46567366,0.5745292,0.41881114,0.32660377,0.33549917,0.54713136
1004511.IV.T0822..EH,1,0.87796485,0.8263347,0.82435465,0.8761369,0.72964865,0.8437294,0.7114543,0.73092943
1004511.IV.T0825..EH,0,0.058713,0.04486387,0.07076308,0.04221429,0.03500542,0.0696981,0.06777363,0.033526342
1005551.IV.RAVA..EH,1,0.93437684,0.96106845,0.93202925,0.9483549,0.8810006,0.9577176,0.94596654,0.9129434
1006731.IV.MAGA..HH,0,0.6178561,0.4830448,0.52627224,0.5132769,0.48358625,0.49194485,0.46089056,0.3803363
1006731.IV.NOVE..EH,1,0.9837467,0.9815825,0.9784607,0.98461133,0.97791415,0.973354,0.97710985,0.98562187
1006731.GU.POPM..HH,0,0.4120675,0.41325074,0.49026847,0.41057882,0.29157716,0.35314304,0.3123525,0.37233335
1006731.IV.RAVA..EH,0,0.9718005,0.9096898,0.94689584,0.927836,0.9141899,0.9565615,0.91356057,0.9378661
1006731.IV.ROVR..HH,1,0.60694444,0.6823125,0.48503777,0.70769644,0.79190874,0.5514114,0.7402141,0.7799003
1006731.IV.T0800..HH,0,0.852847,0.74494356,0.65431446,0.70650655,0.7584192,0.8163854,0.7058396,0.70337105
1007041.IV.T0800..HH,1,0.9259591,0.95003474,0.8866466,0.9665837,0.88166445,0.8857457,0.90579104,0.91851544
1008571.IV.T0819..EH,1,0.96235955,0.964731,0.9625351,0.96678114,0.959212,0.9468938,0.9723354,0.96549225
1008851.IV.T0822..EH,0,0.027901376,0.025357937,0.025263581,0.036911737,0.036725294,0.015207449,0.022412831,0.025913654
1009261.IV.RAVA..EH,0,0.13967775,0.11709074,0.08657741,0.15540278,0.2028785,0.09529758,0.11097086,0.10422338
1009261.IV.T0800..HH,0,0.38667336,0.31122264,0.16355401,0.30557814,0.2394225,0.32848993,0.15967378,0.18672565
1009261.IV.T0821..EH,0,0.029303817,0.01495207,0.02284698,0.024280487,0.0109323915,0.020657856,0.009722781,0.0090133
1009261.IV.ZCCA..HH,1,0.9897177,0.9914738,0.9855157,0.99592495,0.9871077,0.98754996,0.9887405,0.98824793
1009711.IV.NOVE..EH,0,0.1325653,0.1583987,0.08376827,0.10795867,0.12585391,0.10766039,0.087621674,0.062414363
1009711.IV.T0825..EH,1,0.81881386,0.79038745,0.73896605,0.8268554,0.7544416,0.79304355,0.7812958,0.7344381
1011691.IV.MSSA..HH,0,0.029501744,0.015269758,0.01633268,0.012678014,0.0074557434,0.018566212,0.013249784,0.010024037
1011691.IV.PLMA..HH,1,0.86497873,0.7901678,0.82264394,0.8080536,0.83052886,0.78517723,0.8340069,0.8765101
1011691.MN.VLC..HH,0,0.005226449,0.0049477066,0.0055916673,0.0056654415,0.0062455377,0.004330122,0.005742359,0.004198841
1012001.IV.RAVA..EH,0,0.023644866,0.039893277,0.03533201,0.045677844,0.01898034,0.025103305,0.033618186,0.013746181
1014971.IV.RAVA..EH,0,0.11181081,0.056489002,0.07203954,0.053808652,0.046901837,0.10668103,0.07816063,0.045915507
1015021.IV.RAVA..EH,0,0.028568953,0.037558004,0.029707985,0.031019464,0.025630672,0.023976589,0.026403856,0.027811445
1015641.IV.T0819..EH,1,0.9784615,0.97841555,0.9766011,0.98103094,0.9680604,0.9665472,0.9752592,0.9765341
1015721.IV.ATBU..EH,1,0.8201085,0.8947603,0.8662225,0.9358921,0.8792363,0.82579875,0.8569499,0.8941404
1015721.IV.ATMC..EH,1,0.98566335,0.9839664,0.98134995,0.98938996,0.98519737,0.9793138,0.9867683,0.98834574
1015721.IV.ATMI..HH,0,0.43474495,0.335756,0.5445715,0.5233803,0.3335931,0.48090187,0.3098512,0.3894884
1015721.IV.ATVA..EH,1,0.8730415,0.94206834,0.90412694,0.9525274,0.9272937,0.8333719,0.9193797,0.9452001
1015721.IV.SSP9..EH,0,0.056054436,0.032373622,0.05158705,0.09248437,0.051728357,0.0360268,0.0479557,0.02324726
1015721.IV.TRIF..HH,1,0.2236538,0.13176003,0.16079363,0.112717114,0.19828467,0.08657036,0.25231257,0.30420744
1015891.IV.ATMC..EH,0,0.36594465,0.35828766,0.24946417,0.52544785,0.25546417,0.2452779,0.28332686,0.41038752
1015891.IV.ATPI..EH,0,0.10163213,0.09222061,0.13389191,0.13396463,0.087544486,0.08073606,0.08345033,0.097979866
1015891.IV.SSP9..EH,0,0.6446194,0.50285625,0.5064891,0.6260074,0.728549,0.5975313,0.47868848,0.44013634
1015931.IV.FROS..HH,1,0.99304867,0.99324495,0.99060315,0.9927747,0.99393326,0.9870766,0.9922733,0.9923935
1018091.IV.RAVA..EH,0,0.036101792,0.023171568,0.032408338,0.029278703,0.024642622,0.02354072,0.01822388,0.02113285
1018161.IV.RAVA..EH,0,0.123209506,0.045061298,0.07397302,0.08446244,0.06976741,0.0719366,0.04596784,0.045983482
1019451.IV.T0822..EH,1,0.42006117,0.38270476,0.33120778,0.5870215,0.61967933,0.27487388,0.5607782,0.20136486
1024461.IV.ARCI..HH,0,0.05719436,0.029662067,0.034075964,0.067849524,0.069222175,0.041516744,0.042636562,0.07057434
1024461.IV.ATVO..HH,1,0.9113811,0.9503269,0.8742226,0.9312702,0.92576605,0.8184055,0.9327724,0.95172405
1024461.IV.CAFI..HH,1,0.9954035,0.99653494,0.995054,0.9975218,0.99498135,0.992285,0.9964636,0.9943335
1024461.IV.CRE..HH,1,0.9722731,0.9772135,0.9619297,0.98263574,0.98067194,0.9487981,0.9761588,0.9769539
1024461.IV.FROS..HH,1,0.9978275,0.9967359,0.9974775,0.99773407,0.99675876,0.9960821,0.99702626,0.9975024
1024461.IV.PARC..HH,1,0.9958555,0.9952436,0.9949857,0.99696165,0.99561644,0.9957262,0.9964502,0.99568874
1025071.IV.T0825..EH,0,0.44984332,0.31758574,0.41752174,0.27512544,0.3677391,0.34485665,0.39102924,0.21007796
10253491.IV.BDI..HH,1,0.99153453,0.98773336,0.98971343,0.9897086,0.9800889,0.98583096,0.9842195,0.9902687
10253491.IV.MPPT..EH,1,0.6403393,0.7477734,0.613134,0.7459654,0.82064074,0.7015921,0.6790545,0.66328704
10253491.IV.MTCR..EH,1,0.98516464,0.9874521,0.9785639,0.98645705,0.9826581,0.9803736,0.98231345,0.98729986
1028501.IV.RAVA..EH,0,0.13576,0.0685569,0.11869273,0.11140965,0.056615055,0.11656916,0.051520973,0.06339768
10298611.GU.GRAM..HH,1,0.99241066,0.9854543,0.990973,0.99133706,0.9820176,0.98938036,0.9859532,0.98881894
10299001.GU.EQUI..HH,0,0.040650032,0.020900974,0.0245255,0.04366219,0.029614797,0.02849296,0.026564512,0.021374866
10299001.GU.GRAM..HH,1,0.99597365,0.9935916,0.99651116,0.99611676,0.9924736,0.99471855,0.9938467,0.99502325
10299341.GU.GRAM..HH,1,0.9962614,0.9945034,0.99365187,0.99411523,0.99159133,0.9952128,0.9900718,0.9929141
10299341.IV.MSSA..HH,1,0.9893749,0.9839278,0.98489755,0.9724559,0.98043424,0.9814346,0.9894329,0.98201674
10299721.GU.GRAM..HH,1,0.9946502,0.99294645,0.9927603,0.9930795,0.9903262,0.993522,0.99034446,0.99250764
10299721.IV.MSSA..HH,1,0.9951539,0.9900573,0.993561,0.9934412,0.9859897,0.9932799,0.99021614,0.99225664
10309171.GU.EQUI..HH,1,0.9937151,0.99003124,0.99080175,0.9939792,0.9923614,0.9888538,0.9909865,0.9927012
10309171.GU.GRAM..HH,1,0.9866237,0.98567003,0.9828404,0.9811999,0.9728345,0.98160845,0.979596,0.978148
10309171.IV.MSSA..HH,1,0.9892709,0.9874905,0.98858196,0.9886901,0.9794318,0.985778,0.98688775,0.9859329
10320361.GU.GSCL..HH,1,0.995965,0.99446845,0.9962663,0.99688894,0.9940586,0.9939995,0.9966401,0.9969783
10320361.IV.ZCCA..HH,0,0.006377446,0.008490038,0.0064664423,0.0060076863,0.009273085,0.0032104433,0.00739194,0.0048798104
1032441.IV.BOB..HH,0,0.03169837,0.04218613,0.03670758,0.080440074,0.06666022,0.02933671,0.03667943,0.033532284
1032441.GU.MAIM..HH,1,0.85086143,0.9465302,0.85181713,0.9431565,0.96814793,0.8849612,0.9294113,0.9402356
1032441.IV.MSSA..HH,1,0.98374695,0.9781643,0.98265207,0.9737988,0.96472865,0.9735952,0.9738437,0.97064173
1032881.IV.RAVA..EH,1,0.9570328,0.9602427,0.9449881,0.9571582,0.9525004,0.95534354,0.954165,0.9344296
1032881.IV.SERM..EH,1,0.68247604,0.4227274,0.57442576,0.744472,0.5302494,0.46510348,0.59581065,0.7100189
1032881.IV.T0800..HH,1,0.97221476,0.9731065,0.9675683,0.9793971,0.9658544,0.968309,0.97124434,0.9739941
1032881.IV.T0822..EH,0,0.03688277,0.029957684,0.032513373,0.08845375,0.055339277,0.019769901,0.019852016,0.02978176
1033861.IV.RAVA..EH,0,0.40589753,0.29064146,0.45517814,0.4029088,0.3058488,0.42691782,0.2886526,0.3088809
1033861.IV.T0825..EH,1,0.94274825,0.9274228,0.94538295,0.9533261,0.9020885,0.9056222,0.89029324,0.92644525
1034661.IV.T0822..EH,1,0.9418994,0.921587,0.9372322,0.9331389,0.9016214,0.92816883,0.8827199,0.90322477
1034901.IV.RAVA..EH,0,0.026931843,0.025661573,0.018880172,0.027740866,0.019225128,0.015647916,0.019177144,0.023663765
1035011.NI.CGRP..HH,0,0.0018321126,0.0013916707,0.0019130629,0.0024662577,0.0022958652,0.001530555,0.002426046,0.0026449147
1035011.IV.CTI..HH,0,0.0042841844,0.003583868,0.0046269526,0.007510958,0.008417454,0.004722789,0.006588561,0.0046069343
1035011.IV.FIU..EH,1,0.866764,0.871466,0.81073594,0.9037222,0.8677993,0.83966124,0.85039175,0.8616371
1035011.SI.KOSI..HH,0,0.005613062,0.0047999253,0.0066816704,0.008380045,0.0046037054,0.0041133054,0.005772554,0.0043025753
1035011.IV.PLMA..HH,1,0.9770915,0.9811143,0.97612464,0.9815134,0.98144513,0.9552623,0.97751015,0.98257786
1035011.IV.RAVA..EH,0,0.009964374,0.005703438,0.008916452,0.0132519165,0.011888185,0.0071290326,0.0065159677,0.006676036
1035011.IV.ROVR..HH,0,0.0107875485,0.0109546995,0.0058571114,0.0070344512,0.0058432757,0.0043956344,0.009975143,0.008525016
1035011.IV.T0800..HH,1,0.9734448,0.97648346,0.9719335,0.96968824,0.95009196,0.96195793,0.9617195,0.9606674
1035011.IV.T0822..EH,1,0.97630787,0.96934557,0.95862573,0.97363156,0.96092474,0.9651972,0.95002717,0.9620037
1035011.IV.TEOL..HH,0,0.00085347495,0.0011235757,0.0010602691,0.0025904619,0.0023476924,0.00094602595,0.0015643152,0.0016119474
1035011.IV.ZCCA..HH,0,0.12367917,0.06740684,0.060670838,0.046030983,0.06636117,0.053556442,0.07761189,0.060593173
1035061.IV.CSNT..HH,1,0.99151224,0.9909416,0.99113303,0.994524,0.994718,0.988074,0.99261624,0.9912793
1035061.IV.FIU..EH,0,0.068851486,0.05011976,0.079300396,0.10119648,0.12722844,0.03803102,0.06533299,0.10641292
1035061.IV.RAVA..EH,1,0.96566576,0.95339316,0.9430909,0.95371073,0.9427297,0.9438814,0.9400265,0.9355001
1035061.IV.T0800..HH,1,0.97193795,0.9656791,0.9547554,0.9636108,0.9242679,0.9666545,0.94739676,0.9486384
1035061.IV.T0822..EH,0,0.035259895,0.031182362,0.040014155,0.07404109,0.065016955,0.01775372,0.024186736,0.0418153
1035121.IV.RAVA..EH,0,0.048080575,0.0345454,0.03710258,0.06659531,0.021807492,0.02668602,0.023507772,0.026307724
10351661.GU.EQUI..HH,1,0.99057615,0.9883553,0.98871404,0.99135345,0.98679125,0.9886154,0.99001676,0.99011797
10351661.GU.GRAM..HH,1,0.9975115,0.9944231,0.9954852,0.9971886,0.9940362,0.9955759,0.9952296,0.9962924
1035171.IV.RAVA..EH,0,0.01064261,0.008384508,0.010214969,0.017714905,0.015232791,0.011611861,0.008784048,0.011937183
1035171.IV.SERM..EH,1,0.5651685,0.47380373,0.6081711,0.6993906,0.47958,0.5755048,0.46372586,0.5501849
1035311.IV.RAVA..EH,0,0.003819763,0.0031093084,0.0036410156,0.0064385603,0.0043130005,0.002150814,0.0029973525,0.0034087156
1035311.IV.T0800..HH,0,0.032463685,0.039820112,0.03588986,0.04697852,0.04373263,0.01822397,0.020658795,0.0259932
1038631.IV.T0822..EH,1,0.04391916,0.058117826,0.051309805,0.11783131,0.07933567,0.040545262,0.055681508,0.03352846
1039091.IV.T0800..HH,1,0.98222315,0.9775629,0.96658415,0.9841272,0.9676838,0.9803781,0.9692625,0.98107564
1039651.IV.FIU..EH,1,0.32256022,0.21984094,0.20799012,0.16267419,0.21686186,0.17472036,0.14958689,0.10595468
1039651.IV.T0820..EH,1,0.89108866,0.87327754,0.87823266,0.9356242,0.86359483,0.8743844,0.8442065,0.8738989
1039651.IV.T0821..EH,1,0.6669306,0.6996722,0.51490617,0.7420704,0.8567147,0.5123542,0.5632946,0.56827545
1039651.IV.T0822..EH,1,0.8518523,0.73756,0.729609,0.60916424,0.68311906,0.7079808,0.7503776,0.59152454
10418321.IV.IMOL..EH,1,0.54731107,0.5683543,0.5444989,0.6847823,0.47576034,0.49765512,0.42251322,0.7935766
1042731.IV.RAVA..EH,0,0.014127613,0.021638356,0.013883409,0.013294388,0.013539661,0.0057046707,0.013583531,0.007120606
1042731.IV.T0800..HH,0,0.08099784,0.079070576,0.073484525,0.11440125,0.0662108,0.042071205,0.03720501,0.060905393
1042731.IV.T0822..EH,1,0.97682333,0.9783015,0.9707909,0.98192984,0.9710161,0.9672287,0.9506721,0.9719311
10484811.IV.BDI..HH,1,0.99235594,0.9914124,0.9906777,0.9921886,0.99309134,0.9906527,0.9932713,0.9932452
10484811.GU.GSCL..HH,0,0.011235456,0.009985706,0.008270811,0.011129521,0.009690668,0.0069028083,0.0071936217,0.008728217
10484811.MN.VLC..HH,1,0.99512863,0.99473876,0.99435234,0.9959816,0.9955113,0.9945521,0.99516666,0.99500895
10484811.IV.ZCCA..HH,1,0.9949844,0.99501616,0.9948862,0.99634284,0.99483997,0.99479395,0.994467,0.99513334
1048671.IV.ARCI..HH,1,0.9898734,0.99185574,0.9950099,0.9919186,0.98214,0.9940334,0.99166673,0.98251176
1048671.IV.ATMC..EH,1,0.9956774,0.99718493,0.99429,0.9971763,0.9962004,0.99480104,0.9962537,0.9944939
1048671.IV.CAFI..HH,1,0.9911299,0.98163754,0.9870784,0.99037117,0.9880333,0.9765595,0.98692364,0.98742175
1048671.IV.CRE..HH,1,0.99791354,0.99764687,0.99645585,0.9983525,0.997934,0.9961086,0.9978193,0.99582833
1048671.IV.CSNT..HH,1,0.9984175,0.9970419,0.99825615,0.99780256,0.99794644,0.99774545,0.996582,0.99817777
1048671.IV.FROS..HH,1,0.9970053,0.9960263,0.99286616,0.9963372,0.99548906,0.99472,0.995006,0.99659413
10493511.IV.CSNT..HH,0,0.01530611,0.010918577,0.017406613,0.01659914,0.0147930635,0.013566303,0.009276642,0.01025949
10493511.IV.OSSC..HH,0,0.020879848,0.016805883,0.017926391,0.031469222,0.038157653,0.014861457,0.018768784,0.019290524
1049781.IV.NOVE..EH,0,0.013539191,0.009379333,0.013964025,0.017294664,0.012229381,0.012826967,0.009001898,0.008880789
1049781.IV.T0819..EH,1,0.9706613,0.9773552,0.969964,0.97531813,0.97032565,0.9663609,0.95350283,0.974242
1049781.IV.T0825..EH,0,0.009907125,0.009042582,0.009140874,0.012307549,0.010516157,0.007810059,0.009894107,0.010427672
1050241.GU.MAIM..HH,1,0.56059027,0.48479882,0.5768116,0.69276845,0.65424526,0.44732758,0.58072376,0.5911903
1050241.IV.MSSA..HH,1,0.9981147,0.9965995,0.997752,0.9980867,0.9958217,0.99776304,0.99736917,0.9973519
1050241.GU.POPM..HH,1,0.6440307,0.5953218,0.5846035,0.63783675,0.66627866,0.42796558,0.54035205,0.6831224
1050241.MN.VLC..HH,0,0.4439639,0.44857112,0.54192185,0.5163153,0.3712907,0.46294615,0.3933189,0.47728607
1051001.IV.FIU..EH,0,0.0028085045,0.002140127,0.0025028596,0.0033392613,0.0029445847,0.0019018224,0.0015370783,0.0023055496
1051131.IV.RAVA..EH,0,0.6398459,0.47093073,0.45264867,0.6103606,0.459682,0.51144457,0.35336056,0.34817445
10514481.IV.PRMA..HH,1,0.98639953,0.9830169,0.9849178,0.9840221,0.9696963,0.9861996,0.98467976,0.9800858
10527341.IV.CAFI..HH,0,0.0055153724,0.004501409,0.0036012619,0.006202338,0.003940798,0.004415384,0.0056040203,0.0052534984
10527341.GU.CARD..HH,0,0.025085807,0.020564532,0.026829984,0.037082754,0.023032151,0.01838171,0.017790478,0.020857655
10527341.IV.CRMI..HH,1,0.9955746,0.9908274,0.99272305,0.99103326,0.9873095,0.99503666,0.98893833,0.9927659
10527341.IV.CSNT..HH,0,0.005476108,0.0029054375,0.0037200276,0.008677133,0.00942888,0.0031294688,0.0052893157,0.0044808276
10527341.IV.FROS..HH,0,0.037248407,0.030074185,0.022929015,0.03627545,0.025863897,0.038988333,0.03151792,0.018844415
10527341.GU.MAIM..HH,0,0.0011182885,0.0015967946,0.0014277208,0.002596165,0.0023623619,0.001132268,0.0014959282,0.0020603694
10527341.IV.MPPT..EH,1,0.9967265,0.9956469,0.9973545,0.99654645,0.9957088,0.9971615,0.9958561,0.99629563
10527341.IV.OSSC..HH,0,0.008606417,0.007063173,0.0063974136,0.013229581,0.016119223,0.0068340227,0.0061717755,0.009498028
1053191.IV.RAVA..EH,0,0.09215167,0.06885765,0.066957176,0.07805359,0.042487763,0.0707336,0.043705847,0.040841494
1053191.IV.T0822..EH,0,0.59262526,0.5033023,0.6541613,0.6541612,0.5240523,0.40847406,0.51885474,0.40447557
1055031.IV.RAVA..EH,0,0.352437,0.21140546,0.25157273,0.20550008,0.17563556,0.27978832,0.16362317,0.13160571
1055031.IV.SERM..EH,0,0.37003678,0.2211258,0.37367192,0.39905763,0.38255644,0.3481122,0.2937632,0.27875212
1055031.IV.T0822..EH,1,0.96771896,0.9675845,0.94017994,0.9709132,0.9508552,0.9421713,0.916365,0.93810344
1056331.IV.CRE..HH,1,0.91288245,0.94130814,0.8735116,0.94729054,0.93024033,0.8501764,0.9260719,0.9230204
1056331.IV.CSNT..HH,1,0.96274424,0.94785255,0.919406,0.93987954,0.90892076,0.9428733,0.8988176,0.8943709
1056331.IV.FROS..HH,1,0.99812824,0.99664587,0.99727744,0.997521,0.99563843,0.996539,0.9965094,0.9971674
1056331.IV.PARC..HH,1,0.9081493,0.9634372,0.9204074,0.9629346,0.9129579,0.91587687,0.93706757,0.9491469
1056331.IV.TRIF..HH,0,0.9642892,0.94681334,0.9439037,0.96855664,0.96050984,0.96697783,0.9554387,0.9679585
1056461.IV.ARCI..HH,0,0.0031897393,0.002134574,0.0027174344,0.0033425223,0.0033099458,0.0021539172,0.002643407,0.002285894
1056461.IV.ATBU..EH,0,0.0562927,0.050137997,0.045389216,0.07545283,0.06616014,0.06274832,0.049082972,0.030636296
1056461.IV.ATCC..EH,0,0.04549924,0.023496004,0.033515256,0.029917726,0.026160162,0.04556033,0.040338516,0.034810726
1056461.IV.ATMI..HH,1,0.075871706,0.12135355,0.06182444,0.12588556,0.12907648,0.04805458,0.09916564,0.17944317
1056461.IV.ATPC..HH,0,0.51200324,0.39267877,0.5091865,0.47271523,0.36757338,0.49471235,0.42336258,0.48560113
1056461.IV.ATVA..EH,1,0.9862279,0.98834294,0.9830619,0.9930561,0.9911246,0.9772291,0.98775697,0.99103314
1056461.IV.ATVO..HH,1,0.9642129,0.97956586,0.95379275,0.9791271,0.97773737,0.9431871,0.9731454,0.9774548
1056461.IV.BADI..EH,0,0.023629155,0.01657481,0.019865593,0.01850612,0.018260298,0.015737059,0.01486624,0.011987014
1056461.IV.CAFI..HH,1,0.99825054,0.9976432,0.99700767,0.99896705,0.99823797,0.9976921,0.99800223,0.9974462
1056461.IV.CASP..HH,1,0.9468795,0.9685268,0.938494,0.97240156,0.9685335,0.9198033,0.9643354,0.95431495
1056461.IV.CDCA..EH,0,0.3108055,0.22053277,0.3662966,0.39784938,0.2176371,0.278836,0.2573339,0.22720371
1056461.IV.CSNT..HH,1,0.9131221,0.8794422,0.76069146,0.86415976,0.7947563,0.84796757,0.81678927,0.7543114
1056461.IV.FROS..HH,1,0.9987233,0.99741673,0.99790454,0.9984445,0.99785656,0.99843735,0.99790275,0.9984743
1056461.GU.MAIM..HH,1,0.81168634,0.87580705,0.7787024,0.83705896,0.7910612,0.7261962,0.7818463,0.8462774
1056461.IV.MAON..HH,0,0.057355247,0.060356326,0.06481543,0.08579526,0.0675759,0.042494226,0.04503301,0.066431776
1056461.IV.MCIV..HH,0,0.006149497,0.0027137087,0.003647782,0.005085974,0.0042726607,0.0038297994,0.0028619396,0.003167629
1056461.IV.MURB..HH,0,0.1710014,0.18805067,0.18673927,0.2222099,0.22761124,0.18844604,0.23877883,0.20492998
1056461.IV.PARC..HH,1,0.9986946,0.99822897,0.99792373,0.9984555,0.9982121,0.99861693,0.99871314,0.99797326
1056461.IV.SACS..HH,0,0.0021536015,0.0020893598,0.0025207263,0.003933122,0.00458081,0.0016516084,0.0031013417,0.0036596777
1056461.IV.SSP9..EH,0,0.008746781,0.005579031,0.009557928,0.011230801,0.0074973027,0.005426148,0.0075965165,0.0052611115
1057221.IV.TEOL..HH,1,0.9968996,0.996723,0.99657106,0.9965043,0.9963626,0.9948271,0.9960305,0.9971896
1057321.IV.TEOL..HH,1,0.99281067,0.99066037,0.99314487,0.9932352,0.9882509,0.98926455,0.99326175,0.9898011
1058621.IV.T0800..HH,0,0.033847302,0.039635297,0.04102484,0.05686744,0.036117136,0.024674663,0.026272733,0.03246232
1058621.IV.T0822..EH,1,0.992044,0.98774475,0.9904565,0.98936766,0.97787124,0.98900294,0.9862255,0.9825848
1059681.IV.T0819..EH,1,0.9631349,0.95740736,0.96627986,0.9724086,0.9555439,0.9399879,0.9656195,0.9619481
1061571.IV.RAVA..EH,0,0.051840853,0.039737258,0.038548835,0.068882585,0.036182962,0.0274219,0.02899356,0.034431174
10623711.IV.FROS..HH,1,0.977367,0.9665481,0.96743876,0.9720853,0.9792802,0.9685932,0.9816611,0.9739551
1063281.IV.T0822..EH,0,0.12686704,0.14797969,0.08463717,0.14601737,0.06171697,0.07071393,0.13277082,0.0655407
1063911.IV.RAVA..EH,0,0.16536249,0.15810737,0.08792478,0.16930658,0.11697502,0.08906809,0.10597738,0.057018906
1064441.IV.FIU..EH,1,0.97449285,0.97364163,0.96953773,0.97556835,0.96424073,0.963353,0.96775144,0.9475289
1064441.IV.T0800..HH,1,0.9758562,0.97476566,0.97030085,0.9757587,0.9466227,0.9550716,0.9687599,0.95058787
1065041.IV.T0822..EH,1,0.93795896,0.9696862,0.92789483,0.96439314,0.95849407,0.8875384,0.9510806,0.9611661
1065271.NI.CGRP..HH,0,0.0025738066,0.0021467959,0.0033333485,0.0035158792,0.002913124,0.0020395846,0.0029455589,0.003770377
1065271.IV.RAVA..EH,0,0.17594731,0.10637903,0.085507885,0.19306631,0.1064234,0.0681504,0.02315683,0.045916885
1065271.IV.SERM..EH,0,0.22450846,0.22117767,0.19633539,0.3387914,0.48909277,0.1861192,0.34307092,0.2813054
1065271.IV.T0800..HH,1,0.9872416,0.9869539,0.9851364,0.9861898,0.97701573,0.9852469,0.9819051,0.97873
1065271.IV.T0822..EH,1,0.9393277,0.9304435,0.9196117,0.9446767,0.89485645,0.93908155,0.93848354,0.91571134
1065871.NI.CGRP..HH,0,0.008523959,0.0071344078,0.010277096,0.01692213,0.009121339,0.009733378,0.009831829,0.010076602
