traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict7,y_predict0,y_predict2,y_predict3,y_predict4
1002471.IV.T0800..HH,1,0.9874061,0.98799604,0.9828104,0.99300224,0.98739445,0.97386825,0.98867166,0.9852861
1002471.IV.T0819..EH,0,0.13658315,0.26896092,0.14187121,0.23005514,0.12739432,0.18515451,0.16008407,0.10032682
1002471.IV.ZCCA..HH,0,0.10925158,0.115416504,0.13754627,0.15582374,0.15997759,0.13218735,0.07442689,0.07221047
1002751.IV.MAGA..HH,1,0.86628836,0.81324166,0.8202133,0.89290506,0.85693127,0.864612,0.8299585,0.77326304
1002751.IV.ROVR..HH,0,0.8125317,0.79710233,0.8186177,0.73198587,0.8166471,0.7757461,0.8341578,0.7641299
1004351.IV.ASQU..HH,1,0.9744645,0.98327404,0.97504336,0.9891644,0.9872509,0.95272964,0.96417236,0.9613314
1004351.IV.BDI..HH,0,0.016729103,0.008771009,0.012752066,0.03597932,0.0068968944,0.009384749,0.01450848,0.0063872067
1004351.IV.CRMI..HH,0,0.015074398,0.017540244,0.009489312,0.03642104,0.015661921,0.011632626,0.019791879,0.02023542
1004351.IV.PLMA..HH,0,0.06964855,0.03915307,0.08270421,0.03145714,0.033073068,0.042629994,0.043539066,0.031162996
1004351.GU.POPM..HH,0,0.018060053,0.01882748,0.031472407,0.038672034,0.021301636,0.015166519,0.024683021,0.008586329
1004351.MN.VLC..HH,0,0.5016491,0.72545,0.47563225,0.5945691,0.51904047,0.5157257,0.4990871,0.49818686
1004511.IV.NOVE..EH,0,0.72628576,0.6729651,0.55592847,0.6903252,0.34608275,0.59336627,0.4737664,0.43798208
1004511.IV.RAVA..EH,0,0.024183495,0.041476943,0.04067917,0.023563212,0.026902355,0.014583278,0.020175857,0.022898225
1004511.IV.T0819..EH,1,0.61221474,0.74322665,0.7521644,0.807583,0.84663075,0.7807786,0.714073,0.8197459
1004511.IV.T0822..EH,1,0.8454512,0.86181605,0.85707134,0.8934551,0.8753936,0.81804657,0.8557439,0.8281155
1004511.IV.T0825..EH,0,0.038208358,0.045686472,0.05779294,0.03565886,0.024302438,0.038574085,0.038215794,0.02993928
1005551.IV.RAVA..EH,1,0.88446647,0.8990982,0.8815327,0.91199523,0.8967818,0.8964839,0.9082443,0.921616
1006731.IV.MAGA..HH,0,0.5744673,0.5103,0.5228047,0.56856996,0.41140237,0.521846,0.58578783,0.54019076
1006731.IV.NOVE..EH,1,0.99848,0.997633,0.9960296,0.9982766,0.9978326,0.9979584,0.9976494,0.9976291
1006731.GU.POPM..HH,0,0.5343161,0.5226672,0.52659166,0.5041506,0.4249791,0.54386795,0.58321106,0.42415357
1006731.IV.RAVA..EH,0,0.25533748,0.13416474,0.16200237,0.29727578,0.21202861,0.23953758,0.10412113,0.09504815
1006731.IV.ROVR..HH,1,0.06090803,0.06847581,0.07908855,0.11037138,0.13364276,0.056437317,0.093683794,0.091265984
1006731.IV.T0800..HH,0,0.31381768,0.34523258,0.17496692,0.35716066,0.29110277,0.43007326,0.3428738,0.25906026
1007041.IV.T0800..HH,1,0.7445499,0.72246116,0.66692513,0.7455802,0.88918436,0.7033994,0.70978314,0.79611033
1008571.IV.T0819..EH,1,0.9759504,0.9006338,0.9508169,0.9381414,0.9442052,0.9807092,0.9549227,0.9221886
1008851.IV.T0822..EH,0,0.008425059,0.01633563,0.0120747,0.012093963,0.0074557196,0.0040815813,0.0075974986,0.0024443155
1009261.IV.RAVA..EH,0,0.26391447,0.19693331,0.25272173,0.2384862,0.23087488,0.22442056,0.17117187,0.11110725
1009261.IV.T0800..HH,0,0.05204091,0.016690008,0.037331507,0.01857898,0.038791694,0.047595747,0.035795372,0.028667908
1009261.IV.T0821..EH,0,0.10618246,0.102172405,0.1189431,0.2283538,0.05132434,0.2095031,0.059878144,0.05674193
1009261.IV.ZCCA..HH,1,0.9866475,0.9878197,0.985721,0.98706543,0.9848332,0.9755501,0.98691213,0.9834247
1009711.IV.NOVE..EH,0,0.2150678,0.26263073,0.17722596,0.28422427,0.11071791,0.27122352,0.28109357,0.16293229
1009711.IV.T0825..EH,1,0.45448333,0.51743126,0.4732296,0.5187225,0.59469724,0.57161903,0.53083134,0.4089492
1011691.IV.MSSA..HH,0,0.044166718,0.04557797,0.01753462,0.022412635,0.024014344,0.04069166,0.053099565,0.0344385
1011691.IV.PLMA..HH,1,0.9935163,0.98376113,0.9887376,0.98391867,0.99024665,0.9911095,0.9878675,0.9829879
1011691.MN.VLC..HH,0,0.023564806,0.033260636,0.022523705,0.023801142,0.04204462,0.014342719,0.032843936,0.01670266
1012001.IV.RAVA..EH,0,0.019048013,0.05313924,0.030598404,0.046288744,0.017962929,0.013412716,0.022824317,0.014933976
1014971.IV.RAVA..EH,0,0.10738756,0.0796679,0.0619317,0.05057654,0.020889668,0.1301821,0.078902006,0.031566225
1015021.IV.RAVA..EH,0,0.017806016,0.01227697,0.017158575,0.02933606,0.005939343,0.011830713,0.023220628,0.008618834
1015641.IV.T0819..EH,1,0.9945035,0.99196553,0.9930871,0.99485046,0.99058443,0.99351245,0.99321175,0.99111956
1015721.IV.ATBU..EH,1,0.82944524,0.88658637,0.87344974,0.92425776,0.87442154,0.83395,0.90310645,0.9062378
1015721.IV.ATMC..EH,1,0.9975279,0.99781394,0.99744236,0.9975546,0.9977449,0.9969054,0.99660873,0.9963707
1015721.IV.ATMI..HH,0,0.436583,0.5539357,0.4464912,0.5437313,0.46484992,0.43832424,0.41299316,0.47558057
1015721.IV.ATVA..EH,1,0.9978682,0.99761426,0.99748397,0.9979448,0.9973774,0.9970601,0.9975994,0.9969379
1015721.IV.SSP9..EH,0,0.28500983,0.22164366,0.19389068,0.18826985,0.14260878,0.21824546,0.22213042,0.15405424
1015721.IV.TRIF..HH,1,0.99660057,0.9925816,0.9965024,0.99217564,0.9938251,0.99272656,0.99333584,0.9948468
1015891.IV.ATMC..EH,0,0.9899809,0.99458295,0.984761,0.9938332,0.9830482,0.9857356,0.98918986,0.9906307
1015891.IV.ATPI..EH,0,0.36278784,0.28531542,0.41911054,0.326095,0.25003484,0.3920202,0.31255054,0.22891521
1015891.IV.SSP9..EH,0,0.13392088,0.2749751,0.17212227,0.12993804,0.17442256,0.29926634,0.23877437,0.09635322
1015931.IV.FROS..HH,1,0.9940811,0.9961482,0.9940102,0.989026,0.9946465,0.99241877,0.9942021,0.99050283
1018091.IV.RAVA..EH,0,0.024177538,0.029680884,0.026417362,0.05171693,0.0317619,0.012091987,0.035226244,0.032522827
1018161.IV.RAVA..EH,0,0.042022347,0.044305462,0.06817145,0.095681846,0.02754564,0.022664346,0.030629778,0.027171342
1019451.IV.T0822..EH,1,0.83754754,0.77353114,0.8132187,0.7672837,0.615209,0.8121086,0.77998537,0.6912113
1024461.IV.ARCI..HH,0,0.0024478866,0.001545108,0.0018396659,0.0023345063,0.0039531817,0.0014208684,0.0025349956,0.0014440488
1024461.IV.ATVO..HH,1,0.9971021,0.9971384,0.9954574,0.9971095,0.996418,0.99573874,0.9971944,0.9966877
1024461.IV.CAFI..HH,1,0.98796064,0.99122834,0.9921558,0.9905714,0.9951538,0.980981,0.99196666,0.988
1024461.IV.CRE..HH,1,0.98862386,0.9849797,0.9871603,0.99092627,0.99025625,0.98379993,0.9830797,0.9739469
1024461.IV.FROS..HH,1,0.9991736,0.99907625,0.99898773,0.9986399,0.99897015,0.99886096,0.99782014,0.99909747
1024461.IV.PARC..HH,1,0.9982815,0.99773884,0.99784493,0.9977957,0.99801743,0.9972211,0.9974987,0.99790096
1025071.IV.T0825..EH,0,0.12451622,0.1501836,0.2051895,0.15586147,0.11035867,0.12430854,0.12167306,0.048184697
10253491.IV.BDI..HH,1,0.9985582,0.99896765,0.9984725,0.9988783,0.9988348,0.9973846,0.99818844,0.9988507
10253491.IV.MPPT..EH,1,0.83173716,0.9144831,0.85478604,0.9429268,0.9558202,0.83192915,0.8740525,0.88319236
10253491.IV.MTCR..EH,1,0.9960425,0.9973297,0.9955329,0.9974759,0.99692625,0.9953055,0.9967362,0.9971155
1028501.IV.RAVA..EH,0,0.1068166,0.13793266,0.11000524,0.321726,0.08883635,0.09701497,0.095366,0.168988
10298611.GU.GRAM..HH,1,0.99440926,0.99483794,0.99336046,0.9962529,0.99724907,0.9920155,0.9932296,0.99098665
10299001.GU.EQUI..HH,0,0.015906908,0.01729306,0.013135462,0.01176656,0.024769977,0.007118021,0.019795274,0.015515611
10299001.GU.GRAM..HH,1,0.99729013,0.997471,0.9969404,0.9984906,0.9987288,0.9946325,0.99534756,0.99749583
10299341.GU.GRAM..HH,1,0.9945825,0.992147,0.9932352,0.99290586,0.99676454,0.9856251,0.9945846,0.9911953
10299341.IV.MSSA..HH,1,0.9948369,0.99308056,0.9897585,0.9902744,0.99696916,0.992289,0.9885006,0.9924509
10299721.GU.GRAM..HH,1,0.9983133,0.9982535,0.99836975,0.99893683,0.9988362,0.9961636,0.99713266,0.9980484
10299721.IV.MSSA..HH,1,0.9753084,0.9725071,0.9730758,0.9774774,0.98818284,0.95575327,0.9321798,0.97467536
10309171.GU.EQUI..HH,1,0.9984754,0.99854565,0.9980495,0.99820995,0.9952678,0.9969553,0.99811006,0.9976145
10309171.GU.GRAM..HH,1,0.9907037,0.9913123,0.98421544,0.9922267,0.9941649,0.98210204,0.96899724,0.98921835
10309171.IV.MSSA..HH,1,0.9467193,0.952497,0.90063894,0.9538002,0.9464579,0.8779267,0.8207694,0.9016316
10320361.GU.GSCL..HH,1,0.9981939,0.9982994,0.998137,0.99884903,0.9987281,0.99757737,0.9968528,0.99824476
10320361.IV.ZCCA..HH,0,0.015554983,0.041040782,0.013634456,0.023877885,0.032349303,0.014448015,0.05176919,0.035049144
1032441.IV.BOB..HH,0,0.017256439,0.03163083,0.022375524,0.061284196,0.01772351,0.0136948805,0.028020954,0.009970915
1032441.GU.MAIM..HH,1,0.990712,0.9912048,0.98835003,0.98976225,0.99046785,0.99267864,0.9893008,0.98540527
1032441.IV.MSSA..HH,1,0.99138755,0.99460393,0.9889825,0.99510396,0.9970797,0.9852926,0.98515445,0.9917201
1032881.IV.RAVA..EH,1,0.98487896,0.99193865,0.9903268,0.9943327,0.9920034,0.9929852,0.9909758,0.9934889
1032881.IV.SERM..EH,1,0.6852796,0.5150427,0.5958303,0.6073433,0.5943281,0.46271867,0.5785695,0.47219658
1032881.IV.T0800..HH,1,0.9966904,0.99387145,0.9924561,0.9969598,0.99549377,0.9948355,0.9948665,0.9915348
1032881.IV.T0822..EH,0,0.046543688,0.10534395,0.048974246,0.1251908,0.04525991,0.034753345,0.05266052,0.041136283
1033861.IV.RAVA..EH,0,0.53386533,0.5398849,0.6426928,0.5075637,0.50730956,0.61494064,0.5340397,0.5228253
1033861.IV.T0825..EH,1,0.88749564,0.85057455,0.84176075,0.91165537,0.875289,0.8026681,0.81340545,0.84201956
1034661.IV.T0822..EH,1,0.9734644,0.94377786,0.9533936,0.9603328,0.9056347,0.94213194,0.9164447,0.91198874
1034901.IV.RAVA..EH,0,0.012426061,0.0066500558,0.015135129,0.010674298,0.006257413,0.009366941,0.006970941,0.0065367282
1035011.NI.CGRP..HH,0,0.005392748,0.002963629,0.0042584855,0.0020344898,0.004127495,0.0025143023,0.005073202,0.0032932095
1035011.IV.CTI..HH,0,0.016518561,0.0075873956,0.011978055,0.006978025,0.007967394,0.016028563,0.012495893,0.006945324
1035011.IV.FIU..EH,1,0.9268843,0.94669014,0.93384445,0.9533183,0.95021737,0.9327132,0.95141155,0.93412066
1035011.SI.KOSI..HH,0,0.0040841443,0.006360845,0.0042921333,0.00430261,0.0038607877,0.0027872887,0.008807074,0.005576323
1035011.IV.PLMA..HH,1,0.9944529,0.9926824,0.9956655,0.9895036,0.9931618,0.98933333,0.99066544,0.99183923
1035011.IV.RAVA..EH,0,0.0038793597,0.0033711994,0.00403797,0.008891608,0.002745711,0.004537335,0.002668742,0.0035656062
1035011.IV.ROVR..HH,0,0.2775591,0.21653113,0.10104153,0.14261223,0.14321607,0.11298346,0.13507919,0.1710492
1035011.IV.T0800..HH,1,0.9863149,0.9640924,0.97825956,0.9807504,0.96062404,0.9699302,0.9343989,0.9608002
1035011.IV.T0822..EH,1,0.9929045,0.98593277,0.9820734,0.9913523,0.9913659,0.98699176,0.96961683,0.9884198
1035011.IV.TEOL..HH,0,0.0014302132,0.0017492339,0.0014450412,0.0018408062,0.0014599931,0.0013906067,0.0016302072,0.00094957714
1035011.IV.ZCCA..HH,0,0.11759033,0.06482618,0.06563999,0.03418236,0.052972205,0.06221427,0.065207675,0.071060956
1035061.IV.CSNT..HH,1,0.9983708,0.99865144,0.997865,0.99718225,0.9979988,0.99763703,0.9975585,0.99752134
1035061.IV.FIU..EH,0,0.0130241,0.0136038745,0.015830884,0.012244389,0.009296744,0.0077982293,0.011365138,0.0069373213
1035061.IV.RAVA..EH,1,0.9649787,0.9667039,0.94979,0.9850344,0.98192537,0.95828474,0.9621817,0.8997543
1035061.IV.T0800..HH,1,0.96964484,0.93872476,0.9589007,0.9580693,0.93341386,0.96564317,0.8804767,0.9292026
1035061.IV.T0822..EH,0,0.043232303,0.024999097,0.04611361,0.066271454,0.026017845,0.024254888,0.020459564,0.01956348
1035121.IV.RAVA..EH,0,0.021430885,0.0317765,0.033210102,0.032421064,0.018474605,0.019602587,0.015014635,0.011950908
10351661.GU.EQUI..HH,1,0.9835945,0.9908025,0.98536265,0.99085414,0.98879445,0.9785009,0.9858161,0.98945206
10351661.GU.GRAM..HH,1,0.99503714,0.99508,0.99213904,0.995497,0.99569064,0.9876143,0.9907313,0.9946017
1035171.IV.RAVA..EH,0,0.003856935,0.0023824775,0.0023003817,0.0044432236,0.0029016868,0.0040384014,0.0035379685,0.0035886203
1035171.IV.SERM..EH,1,0.019031407,0.011735461,0.016814781,0.014032969,0.010888186,0.010352205,0.010442963,0.008968574
1035311.IV.RAVA..EH,0,0.02648186,0.029577088,0.023817057,0.049630087,0.04041307,0.034225676,0.044114877,0.047593966
1035311.IV.T0800..HH,0,0.008940672,0.028134812,0.02428157,0.024049927,0.011498769,0.0055073174,0.009216186,0.0064438214
1038631.IV.T0822..EH,1,0.02793168,0.03189784,0.049768217,0.08189926,0.04339065,0.03561509,0.027416231,0.012249322
1039091.IV.T0800..HH,1,0.99232554,0.9835185,0.9914621,0.98921376,0.9878826,0.9892418,0.96607256,0.9899256
1039651.IV.FIU..EH,1,0.5440321,0.25636956,0.52668536,0.23879896,0.5698801,0.51174504,0.27811345,0.3107464
1039651.IV.T0820..EH,1,0.77615285,0.82166016,0.78788143,0.837827,0.8827255,0.8557367,0.8795304,0.8256533
1039651.IV.T0821..EH,1,0.7462011,0.60076904,0.55356616,0.57993484,0.6868168,0.48939854,0.51051646,0.5734805
1039651.IV.T0822..EH,1,0.8701499,0.6993538,0.88483953,0.829181,0.7682252,0.84947634,0.66780263,0.61716336
10418321.IV.IMOL..EH,1,0.8480274,0.8310482,0.8307319,0.80471295,0.8963881,0.8401543,0.8645724,0.92077965
1042731.IV.RAVA..EH,0,0.029749021,0.01114867,0.010660158,0.01404928,0.012612021,0.0075335237,0.014956462,0.0063368315
1042731.IV.T0800..HH,0,0.1579708,0.16744797,0.28488335,0.1427311,0.23019111,0.09288813,0.09663944,0.098289944
1042731.IV.T0822..EH,1,0.9770636,0.97676885,0.98203653,0.9777826,0.98959035,0.96943337,0.92572284,0.98438454
10484811.IV.BDI..HH,1,0.9983669,0.9987696,0.9974056,0.9987626,0.9985789,0.9980354,0.99768,0.99716043
10484811.GU.GSCL..HH,0,0.004025719,0.00607202,0.0026576007,0.0051554786,0.005614427,0.0032838115,0.0046388395,0.0029240004
10484811.MN.VLC..HH,1,0.9977297,0.9978319,0.99775106,0.996391,0.9974849,0.99720687,0.99694484,0.9967601
10484811.IV.ZCCA..HH,1,0.9947767,0.9964534,0.9962943,0.9973673,0.9978992,0.9949195,0.99542063,0.9957795
1048671.IV.ARCI..HH,1,0.95046467,0.96024686,0.9754102,0.9498213,0.9218155,0.9538903,0.9254044,0.8843126
1048671.IV.ATMC..EH,1,0.98505104,0.9932821,0.98475295,0.9894812,0.9922388,0.9740338,0.991113,0.9876161
1048671.IV.CAFI..HH,1,0.98968434,0.986294,0.99100643,0.9769653,0.98876804,0.9763732,0.9832797,0.98480195
1048671.IV.CRE..HH,1,0.97782487,0.98455596,0.98213035,0.9899338,0.9911342,0.9555501,0.98391724,0.9797274
1048671.IV.CSNT..HH,1,0.9981744,0.9981828,0.9972933,0.9986268,0.99893063,0.99788445,0.9972978,0.99848
1048671.IV.FROS..HH,1,0.99893695,0.99874425,0.99724823,0.99766445,0.9983923,0.998211,0.9976991,0.9986915
10493511.IV.CSNT..HH,0,0.009123287,0.012864498,0.007591127,0.01953013,0.008312916,0.008733995,0.010947189,0.017308204
10493511.IV.OSSC..HH,0,0.003773147,0.010891956,0.0056695133,0.0138365235,0.0046054604,0.0059508686,0.0066554816,0.0045005693
1049781.IV.NOVE..EH,0,0.02451733,0.053503428,0.0294292,0.067872636,0.030737197,0.031164816,0.023471957,0.014772562
1049781.IV.T0819..EH,1,0.9873374,0.98996323,0.9901508,0.9922996,0.98850703,0.9887189,0.96341074,0.99011105
1049781.IV.T0825..EH,0,0.003902611,0.0050010476,0.00468226,0.009766969,0.0014692625,0.0030076827,0.0027392637,0.0034223574
1050241.GU.MAIM..HH,1,0.59850717,0.4327785,0.4764532,0.39901078,0.62525415,0.5431027,0.37419823,0.4614204
1050241.IV.MSSA..HH,1,0.9980234,0.99753594,0.9979373,0.9983789,0.9981589,0.9976361,0.99743205,0.9979572
1050241.GU.POPM..HH,1,0.57708055,0.4139806,0.51790875,0.5156313,0.57003,0.52132356,0.5829834,0.55503935
1050241.MN.VLC..HH,0,0.06923668,0.06975989,0.089628406,0.09092611,0.10240992,0.080005825,0.045542624,0.09389911
1051001.IV.FIU..EH,0,0.0037899234,0.0022937637,0.0039403336,0.005973981,0.003108791,0.005465012,0.0033732618,0.0035388863
1051131.IV.RAVA..EH,0,0.5895983,0.61265445,0.57597846,0.66534054,0.6892435,0.58732057,0.5737286,0.5873303
10514481.IV.PRMA..HH,1,0.99117553,0.99038845,0.98732704,0.9904357,0.98596174,0.98666674,0.95990306,0.9850765
10527341.IV.CAFI..HH,0,0.0023039116,0.0036125511,0.0015146082,0.0013129526,0.002046315,0.0012436067,0.0025487307,0.001527362
10527341.GU.CARD..HH,0,0.0040228562,0.010842152,0.007520597,0.013178944,0.0053421916,0.005011694,0.0062545226,0.0051979413
10527341.IV.CRMI..HH,1,0.99589276,0.99462646,0.9953342,0.99575835,0.99828583,0.99422294,0.99205506,0.994572
10527341.IV.CSNT..HH,0,0.005278894,0.0039882264,0.003140045,0.010999847,0.005372089,0.0047131074,0.008470804,0.0062958747
10527341.IV.FROS..HH,0,0.005973152,0.005119091,0.0029363518,0.005243896,0.0050548106,0.003543239,0.0066853515,0.002883423
10527341.GU.MAIM..HH,0,0.009972929,0.019793216,0.009010154,0.020326441,0.011604535,0.0062911953,0.02649798,0.015006958
10527341.IV.MPPT..EH,1,0.996198,0.9963921,0.997407,0.9924908,0.99732155,0.9953945,0.99500114,0.9963922
10527341.IV.OSSC..HH,0,0.0029617825,0.004075509,0.0017192445,0.0067223106,0.0025601767,0.0038539113,0.00207907,0.0030641684
1053191.IV.RAVA..EH,0,0.02524841,0.073200166,0.067648634,0.051887967,0.04875692,0.038570266,0.052169923,0.023326026
1053191.IV.T0822..EH,0,0.38507092,0.34908527,0.36331347,0.23758817,0.2498031,0.3658505,0.31680757,0.24984391
1055031.IV.RAVA..EH,0,0.059026487,0.040733904,0.05574819,0.042307094,0.03755621,0.06695862,0.041541245,0.03237751
1055031.IV.SERM..EH,0,0.024060437,0.011230001,0.024297144,0.016389022,0.017157424,0.018470695,0.022444233,0.012411441
1055031.IV.T0822..EH,1,0.98409134,0.9819505,0.9611648,0.9817577,0.9915398,0.95688534,0.9617552,0.9781134
1056331.IV.CRE..HH,1,0.95119005,0.96350235,0.958885,0.9711636,0.94820696,0.9599082,0.97140276,0.95360774
1056331.IV.CSNT..HH,1,0.99429893,0.9944194,0.9950616,0.99408454,0.9926945,0.9946689,0.9948614,0.9926617
1056331.IV.FROS..HH,1,0.998831,0.998718,0.99849117,0.99789894,0.99902177,0.9984604,0.9971009,0.99857867
1056331.IV.PARC..HH,1,0.995017,0.9974377,0.9936187,0.9970733,0.9963025,0.9948827,0.996387,0.99287003
1056331.IV.TRIF..HH,0,0.6906141,0.63259494,0.5736354,0.7441903,0.7648089,0.79449177,0.5258885,0.5940579
1056461.IV.ARCI..HH,0,0.0016967205,0.0018745146,0.0016158505,0.0021421246,0.00127761,0.0018666124,0.0024784105,0.0014321553
1056461.IV.ATBU..EH,0,0.76931536,0.91639704,0.7380664,0.93783176,0.9292175,0.7782597,0.87325644,0.85864115
1056461.IV.ATCC..EH,0,0.36886823,0.40968361,0.34425738,0.313651,0.19450715,0.4627363,0.47063324,0.18975717
1056461.IV.ATMI..HH,1,0.9743959,0.97181165,0.96928227,0.98425865,0.9785866,0.9558322,0.9729994,0.95685804
1056461.IV.ATPC..HH,0,0.96623135,0.97346604,0.9593649,0.9802777,0.9681381,0.94792956,0.9783376,0.95694834
1056461.IV.ATVA..EH,1,0.9980568,0.99746287,0.99763095,0.9981438,0.99783224,0.9966671,0.99786997,0.99695945
1056461.IV.ATVO..HH,1,0.99758685,0.99844825,0.9971265,0.9979253,0.9986401,0.9969201,0.9976774,0.9970559
1056461.IV.BADI..EH,0,0.41834658,0.51760244,0.4500331,0.49818307,0.48132262,0.46443498,0.526892,0.59223586
1056461.IV.CAFI..HH,1,0.997623,0.9977254,0.99823135,0.9974885,0.99886924,0.9963709,0.99793786,0.99864763
1056461.IV.CASP..HH,1,0.9806654,0.9721468,0.9789367,0.9745105,0.9835027,0.96422154,0.95958275,0.942729
1056461.IV.CDCA..EH,0,0.19051397,0.15555406,0.2809983,0.2775902,0.15636414,0.22511123,0.17642765,0.14357163
1056461.IV.CSNT..HH,1,0.95408994,0.95208514,0.8862268,0.9163213,0.96083724,0.91842616,0.9035579,0.933337
1056461.IV.FROS..HH,1,0.9991872,0.99926716,0.99919504,0.99935037,0.9993106,0.998637,0.9993579,0.9995327
1056461.GU.MAIM..HH,1,0.9897453,0.99416214,0.99191177,0.99284524,0.9906865,0.99198127,0.9912589,0.9906414
1056461.IV.MAON..HH,0,0.7501129,0.7863426,0.7095413,0.8518459,0.8037185,0.8144145,0.8087075,0.8317619
1056461.IV.MCIV..HH,0,0.0014423144,0.0012176579,0.0009941298,0.0013417356,0.0011395486,0.0009185256,0.0015077724,0.0012069766
1056461.IV.MURB..HH,0,0.051940225,0.029426152,0.06304682,0.040002316,0.053378217,0.060810346,0.03721054,0.039315235
1056461.IV.PARC..HH,1,0.9955107,0.99644756,0.9967818,0.9970049,0.9978617,0.9939772,0.99661875,0.9961449
1056461.IV.SACS..HH,0,0.0024888678,0.0018915362,0.0023218289,0.002075183,0.0012693354,0.002110722,0.0020066756,0.0013871124
1056461.IV.SSP9..EH,0,0.022850014,0.028414264,0.03183276,0.07945698,0.02730555,0.026512606,0.022882573,0.0265255
1057221.IV.TEOL..HH,1,0.9950111,0.9954672,0.99435246,0.99426794,0.9939029,0.9931538,0.9956773,0.9965932
1057321.IV.TEOL..HH,1,0.99546355,0.99734217,0.9944682,0.9958794,0.99620616,0.9934853,0.994379,0.9964502
1058621.IV.T0800..HH,0,0.0242498,0.025269078,0.033216752,0.06039119,0.015870798,0.024772637,0.020189658,0.012134412
1058621.IV.T0822..EH,1,0.9464049,0.9557721,0.96677375,0.973423,0.97623706,0.9029055,0.93365324,0.9590591
1059681.IV.T0819..EH,1,0.98780584,0.9904145,0.98121727,0.9906081,0.9766257,0.9682478,0.9823161,0.9700127
1061571.IV.RAVA..EH,0,0.0073545,0.021481222,0.021604914,0.030948529,0.0104117235,0.008632936,0.00953179,0.009778602
10623711.IV.FROS..HH,1,0.99525476,0.99443674,0.9906859,0.99254334,0.99694926,0.9934896,0.9860961,0.9911287
1063281.IV.T0822..EH,0,0.21166922,0.15066324,0.21492524,0.20182273,0.13512744,0.19808044,0.16838342,0.080007434
1063911.IV.RAVA..EH,0,0.11801396,0.081151485,0.16377372,0.09041673,0.046305757,0.13031577,0.09078604,0.0549068
1064441.IV.FIU..EH,1,0.98704046,0.9804072,0.9778081,0.9800884,0.9825487,0.974767,0.96691763,0.9765015
1064441.IV.T0800..HH,1,0.9655834,0.9750083,0.9049391,0.9712621,0.9847245,0.9170426,0.9066281,0.9588951
1065041.IV.T0822..EH,1,0.98538524,0.9909895,0.985499,0.98988044,0.98985416,0.98198986,0.98532736,0.98486996
1065271.NI.CGRP..HH,0,0.0027083624,0.002527298,0.0021181984,0.0018693935,0.0010215022,0.0016193984,0.0020918227,0.0016366839
1065271.IV.RAVA..EH,0,0.40015754,0.3960921,0.41954803,0.6623433,0.4185739,0.41150764,0.48304155,0.3964999
1065271.IV.SERM..EH,0,0.048567113,0.042756137,0.04993171,0.04656496,0.0340606,0.06517678,0.046938375,0.02571326
1065271.IV.T0800..HH,1,0.9911169,0.99254143,0.98906964,0.9853651,0.99433535,0.9775774,0.95982605,0.98826396
1065271.IV.T0822..EH,1,0.9987527,0.9982747,0.99797326,0.9981799,0.99776363,0.99857426,0.998223,0.99805295
