trace_name,indice_csv
11158781.IV.T1245..HH,4779
11162361.IV.CESI..HH,4806
11162361.IV.MC2..EH,4808
11162361.IV.T1218..EH,4812
11162361.IV.T1241..EH,4814
11162361.IV.T1256..HH,4819
11163921.IV.CAMP..HH,4837
11163921.IV.LNSS..HH,4853
11163921.IV.OFFI..HH,4866
11163921.IV.T1216..EH,4892
11163921.IV.T1243..HH,4902
11167971.IV.ARRO..EH,4926
11167971.IV.GIGS..HH,4929
11167971.IV.LNSS..HH,4930
11167971.IV.T1211..EH,4936
11167971.IV.T1215..EH,4938
11167971.IV.T1245..HH,4946
11172651.IV.CAMP..HH,4959
11172651.IV.CESI..HH,4960
11172651.IV.T1245..HH,5032
11174471.MN.AQU..HH,5104
11174471.IV.ARVD..HH,5107
11174471.IV.ATFO..HH,5108
11174471.IV.ATLO..EH,5110
11174471.IV.ATSC..EH,5112
11174471.IV.ATVO..HH,5113
11174471.IV.CAMP..HH,5115
11174471.IV.CING..HH,5117
11174471.IV.CSP1..EH,5119
11174471.IV.EL6..EH,5120
11174471.IV.FDMO..HH,5122
11174471.IV.FOSV..EH,5127
11174471.IV.FRON..EH,5128
11174471.IV.GUMA..HH,5130
11174471.IV.MC2..EH,5133
11174471.IV.MURB..HH,5140
11174471.IV.RM33..EH,5146
11174471.IV.SMA1..EH,5149
11174471.IV.SNTG..HH,5150
11174471.IV.SSFR..HH,5152
11174471.IV.T0110..HH,5155
11174471.IV.T1204..EH,5158
11174471.IV.T1219..EH,5173
11174471.IV.T1241..EH,5177
11174471.IV.T1243..HH,5178
11174471.IV.T1246..HH,5183
11174471.IV.T1256..HH,5185
11174471.IV.T1299..EH,5187
11174471.IV.VCEL..EH,5189
11175871.IV.CESI..HH,5216
11175871.IV.CSP1..EH,5218
11175871.IV.T1215..EH,5243
11175871.IV.T1216..EH,5245
11176711.IV.CAMP..HH,5488
11176711.IV.LNSS..HH,5489
11176711.IV.MMO1..EH,5490
11176711.IV.RM33..EH,5492
11176711.IV.SMA1..EH,5494
11176711.IV.T1218..EH,5497
11176711.IV.T1241..EH,5499
11176711.IV.T1243..HH,5501
11176851.IV.CESI..HH,5503
11176851.IV.CSP1..EH,5504
11176851.IV.GUMA..HH,5507
11176851.IV.T1216..EH,5520
11176851.IV.T1245..HH,5525
11176991.IV.ATVO..HH,5532
11176991.IV.CSP1..EH,5536
11176991.IV.MMO1..EH,5544
11176991.IV.MPAG..EH,5546
11176991.IV.NRCA..HH,5548
11176991.IV.SSFR..HH,5557
11176991.IV.T1215..EH,5561
11176991.IV.T1216..EH,5563
11176991.IV.T1245..HH,5571
11178041.IV.CSP1..EH,5586
11178041.IV.LNSS..HH,5591
11178041.IV.NRCA..HH,5594
11178041.IV.RM33..EH,5596
11178041.IV.T1215..EH,5598
11178041.IV.T1216..EH,5600
11178041.IV.T1219..EH,5604
11178041.IV.T1241..EH,5606
11178501.IV.LNSS..HH,5615
11178501.IV.T1218..EH,5620
11178501.IV.T1219..EH,5622
11178621.IV.LNSS..HH,5635
11178621.IV.NRCA..HH,5636
11178621.IV.T1243..HH,5647
11179351.IV.CAMP..HH,5649
11179351.IV.LNSS..HH,5651
11179351.IV.SMA1..EH,5656
11179351.IV.T1243..HH,5665
11181061.IV.T1219..EH,5673
11181281.IV.NOV..HH,5689
11181351.IV.CESI..HH,5692
11181351.IV.FDMO..HH,5694
11181351.IV.GUMA..HH,5695
11181351.IV.LNSS..HH,5697
11181351.IV.MMO1..EH,5698
11181351.IV.T1218..EH,5710
11181831.IV.CAMP..HH,5720
11181831.IV.CSP1..EH,5723
11181831.IV.EL6..EH,5724
11181831.IV.GUMA..HH,5727
11181831.IV.T1241..EH,5742
11181831.IV.T1243..HH,5744
11181831.IV.T1256..HH,5747
11182521.IV.T1216..EH,5755
11182521.IV.T1218..EH,5757
11182521.IV.T1241..EH,5759
11182521.IV.T1243..HH,5761
11182731.IV.CESI..HH,5766
11182731.IV.EL6..EH,5768
11182731.IV.FDMO..HH,5769
11182731.IV.LNSS..HH,5773
11182731.IV.MMO1..EH,5775
11182731.IV.RM33..EH,5779
11182731.IV.SNTG..HH,5781
11182731.IV.T0110..HH,5783
11182731.IV.T1215..EH,5786
11182731.IV.T1218..EH,5790
11182731.IV.T1219..EH,5792
11184041.IV.FDMO..HH,5874
11184041.IV.FIAM..HH,5875
11184041.IV.GIGS..HH,5877
11184041.IV.T1218..EH,5890
11185151.IV.CAMP..HH,5909
11185151.IV.CSP1..EH,5912
11185151.IV.GUMA..HH,5919
11185151.IV.LNSS..HH,5923
11185151.IV.MC2..EH,5924
11185151.IV.MMO1..EH,5925
11185151.IV.OFFI..HH,5927
11185151.IV.RM33..EH,5928
11185151.IV.SMA1..EH,5930
11185151.IV.T1215..EH,5934
11185151.IV.T1216..EH,5936
11185151.IV.T1218..EH,5938
11185151.IV.T1219..EH,5940
11185151.IV.T1241..EH,5942
11185151.IV.T1243..HH,5944
11185151.IV.T1245..HH,5946
11185151.IV.T1247..HH,5948
11185151.IV.T1256..HH,5949
11185151.IV.TERO..HH,5950
11185911.IV.CAMP..HH,5953
11185911.IV.CESI..HH,5954
11185911.IV.LNSS..HH,5959
11185911.IV.T1215..EH,5967
11185911.IV.T1241..EH,5975
11185911.IV.T1243..HH,5976
11185911.IV.TERO..HH,5982
11186531.IV.CESI..HH,5984
11186531.IV.CSP1..EH,5985
11186531.IV.MMO1..EH,5987
11186531.IV.T1245..HH,5999
11187101.IV.LNSS..HH,6004
11187101.IV.RM33..EH,6005
11187101.IV.SMA1..EH,6007
11187101.IV.T1243..HH,6010
11188061.IV.CAMP..HH,6013
11188061.IV.LNSS..HH,6021
11188061.IV.RM33..EH,6024
11188061.IV.T1247..HH,6047
11189011.IV.CAMP..HH,6088
11189011.IV.GUMA..HH,6095
11189011.IV.LNSS..HH,6097
11189011.IV.RM33..EH,6103
11189011.IV.SNTG..HH,6106
11189011.IV.T1216..EH,6110
11189011.IV.T1218..EH,6112
11189011.IV.T1243..HH,6117
11189011.IV.TERO..HH,6123
11189931.IV.FIAM..HH,6138
11189931.IV.LNSS..HH,6143
11189931.IV.MC2..EH,6144
11189931.IV.NRCA..HH,6145
11189931.IV.SMA1..EH,6149
11189931.IV.T1218..EH,6153
11189931.IV.T1243..HH,6155
11189931.IV.TERO..HH,6162
11190131.IV.LNSS..HH,6234
11190131.IV.T1215..EH,6248
11192441.IV.GUMA..HH,6307
11192711.IV.CSP1..EH,6342
11192711.IV.GUMA..HH,6347
11192711.IV.MC2..EH,6350
11192711.IV.MMO1..EH,6351
11192711.IV.T1216..EH,6363
11192711.IV.T1219..EH,6365
11192711.IV.T1245..HH,6371
11196331.IV.T1216..EH,6380
11199231.IV.LNSS..HH,6426
11199231.IV.MC2..EH,6427
11199231.IV.NRCA..HH,6440
11199231.IV.RM33..EH,6444
11199231.IV.T1218..EH,6467
11200971.IV.MMO1..EH,6492
11200971.IV.T1219..EH,6502
11202141.IV.ASSB..HH,6511
11202141.IV.CSP1..EH,6513
11202141.IV.GUMA..HH,6517
11204331.IV.LNSS..HH,6532
11204331.IV.T1243..HH,6542
11210661.IV.ATCC..EH,6639
11210661.IV.ATPI..EH,6643
11210661.IV.ATVO..HH,6644
11210661.IV.GUMA..HH,6663
11210661.IV.MMO1..EH,6668
11210661.IV.T1215..EH,6693
11210661.IV.T1256..HH,6708
11210991.IV.ASSB..HH,6713
11210991.IV.ATCC..EH,6714
11210991.IV.CESI..HH,6717
11210991.IV.CING..HH,6719
11210991.IV.CSP1..EH,6720
11210991.IV.EL6..EH,6721
