traccia,y_Mano,y_predict5,y_predict6,y_predict1,y_predict0,y_predict2,y_predict3,y_predict4
10299341.GU.GRAM..HH,1,0.99890745,0.9988864,0.9985574,0.9979632,0.99811006,0.9966515,0.9990435
10299341.IV.MSSA..HH,1,0.998279,0.9984919,0.9975102,0.9984982,0.9984909,0.99809843,0.99883264
10299721.GU.GRAM..HH,1,0.998678,0.9988084,0.9989215,0.998792,0.998178,0.99587834,0.99898666
10299721.IV.MSSA..HH,1,0.99710494,0.99692875,0.9980313,0.9970462,0.9968927,0.9959507,0.9977049
10309171.GU.EQUI..HH,1,0.99813604,0.9984861,0.99799,0.9986681,0.9976676,0.99593675,0.9986027
10309171.GU.GRAM..HH,1,0.99864894,0.99813986,0.9983866,0.99817145,0.99816483,0.9978447,0.99881846
10309171.IV.MSSA..HH,1,0.99783784,0.9979387,0.9979272,0.99757105,0.99621934,0.99711967,0.9989366
10320361.GU.GSCL..HH,1,0.9992059,0.99861777,0.9991842,0.9982101,0.99776375,0.9985727,0.9993469
10320361.IV.ZCCA..HH,0,0.00901428,0.011316463,0.003359296,0.0116272,0.008743942,0.004874067,0.012044952
1032441.IV.BOB..HH,0,0.005316009,0.008551908,0.0033646114,0.005424157,0.0032312558,0.0030586033,0.0035304767
1032441.GU.MAIM..HH,1,0.99552697,0.9938028,0.9958918,0.9935306,0.99012774,0.9894888,0.9938188
1032441.IV.MSSA..HH,1,0.9965217,0.9959423,0.99872786,0.99558973,0.9953377,0.9931952,0.9961272
1032881.IV.RAVA..EH,1,0.99895215,0.99851507,0.99847764,0.9992594,0.9981877,0.9978751,0.99875176
1032881.IV.SERM..EH,1,0.95956504,0.93468416,0.951649,0.92342573,0.91026133,0.95347834,0.9695199
1032881.IV.T0800..HH,1,0.99767894,0.9981341,0.99799335,0.9978194,0.99717677,0.9963335,0.99893755
1032881.IV.T0822..EH,0,0.0015356088,0.0012893094,0.0010294057,0.002447848,0.0014165888,0.001458625,0.0006873626
1033861.IV.RAVA..EH,0,0.005569698,0.0069082365,0.008947459,0.007997118,0.008676084,0.010917574,0.007546227
1033861.IV.T0825..EH,1,0.99902403,0.9989973,0.9957332,0.9988311,0.9984762,0.99684685,0.99893135
1034661.IV.T0822..EH,1,0.9873612,0.9923321,0.9956858,0.9861888,0.989219,0.98429966,0.9923229
1034901.IV.RAVA..EH,0,0.0019667353,0.001024667,0.001012327,0.0018224926,0.0008437342,0.00065280683,0.0012942553
1035011.NI.CGRP..HH,0,0.0017654793,0.0016959687,0.0030610773,0.0023393477,0.0020827884,0.002504858,0.002538172
1035011.IV.CTI..HH,0,0.0025666065,0.003836815,0.007958889,0.0048345923,0.0034805203,0.0040823193,0.005302813
1035011.IV.FIU..EH,1,0.99251324,0.98842525,0.9804913,0.9868753,0.98534274,0.9826377,0.9918799
1035011.SI.KOSI..HH,0,0.0024416985,0.0023524628,0.0046988786,0.0035829777,0.0023371351,0.0022772385,0.0018930779
1035011.IV.PLMA..HH,1,0.995891,0.9961986,0.99653685,0.9963464,0.99298215,0.9939885,0.996073
1035011.IV.RAVA..EH,0,0.0018162022,0.0014308882,0.0010709496,0.002204557,0.0015453296,0.0017913705,0.0011015602
1035011.IV.ROVR..HH,0,0.022278456,0.020607417,0.07153927,0.02667461,0.041998077,0.057407167,0.095920734
1035011.IV.T0800..HH,1,0.9923161,0.9937988,0.99809927,0.99491715,0.9949433,0.9959117,0.99665546
1035011.IV.T0822..EH,1,0.99895775,0.9990821,0.999401,0.998993,0.9986815,0.998295,0.9990896
1035011.IV.TEOL..HH,0,0.0011550286,0.0013047627,0.001207153,0.0016567119,0.0011507883,0.0012543328,0.0011716752
1035011.IV.ZCCA..HH,0,0.022376075,0.02515414,0.045032717,0.033375137,0.04440263,0.0558401,0.05270046
1035061.IV.CSNT..HH,1,0.99695075,0.9967765,0.99830186,0.99646676,0.99603695,0.9975593,0.99767345
1035061.IV.FIU..EH,0,0.003210294,0.004360421,0.004818836,0.0045878864,0.0038715675,0.0033787745,0.0033207468
1035061.IV.RAVA..EH,1,0.9956132,0.99360484,0.9961204,0.99431795,0.9930634,0.9944652,0.99556255
1035061.IV.T0800..HH,1,0.9959443,0.99759763,0.998708,0.9942814,0.99316424,0.9944088,0.99743515
1035061.IV.T0822..EH,0,0.0025926707,0.002616149,0.0008475956,0.003739083,0.004186001,0.002645423,0.0014090843
1035121.IV.RAVA..EH,0,0.0034247409,0.0028923354,0.0020531886,0.0050424873,0.0019186448,0.0027654106,0.0035336642
10351661.GU.EQUI..HH,1,0.99651563,0.99705863,0.9965323,0.99707663,0.9969201,0.994224,0.9970783
10351661.GU.GRAM..HH,1,0.9984112,0.99822253,0.9983683,0.9978016,0.99803644,0.9971629,0.9987857
1035171.IV.RAVA..EH,0,0.00336508,0.0029698308,0.002106472,0.0036997648,0.0020835132,0.0025626728,0.0022853492
1035171.IV.SERM..EH,1,0.528338,0.71000284,0.15876938,0.48727348,0.63306004,0.48660377,0.6213644
1035311.IV.RAVA..EH,0,0.008735877,0.010924259,0.0074840058,0.01692286,0.007473624,0.0071553765,0.006508184
1035311.IV.T0800..HH,0,0.017892115,0.016738769,0.0067092823,0.013801387,0.016257439,0.0099236015,0.013840414
1038631.IV.T0822..EH,1,0.010145725,0.014593814,0.01321754,0.010676807,0.005434616,0.006363101,0.008460474
1039091.IV.T0800..HH,1,0.99905294,0.999175,0.9994242,0.99837637,0.9987658,0.998985,0.9989768
1039651.IV.FIU..EH,1,0.57544875,0.6470823,0.14437006,0.59439284,0.6354177,0.4564054,0.47712263
1039651.IV.T0820..EH,1,0.88579583,0.9112266,0.9657461,0.9082082,0.9195193,0.88523805,0.88315827
1039651.IV.T0821..EH,1,0.81966656,0.6616512,0.7949755,0.851287,0.7456789,0.71115303,0.7260636
1039651.IV.T0822..EH,1,0.98332304,0.98543173,0.98140955,0.9725724,0.9667813,0.9457855,0.9816653
10418321.IV.IMOL..EH,1,0.99103457,0.9853715,0.98829377,0.9886851,0.968351,0.97827154,0.9906979
1042731.IV.RAVA..EH,0,0.015202422,0.01197876,0.022955516,0.019645952,0.010909689,0.009234011,0.017037617
1042731.IV.T0800..HH,0,0.01588052,0.010534845,0.0041897655,0.008551386,0.0041302517,0.0070089474,0.013814003
1042731.IV.T0822..EH,1,0.9982653,0.99807227,0.9990079,0.99780613,0.9977144,0.9979905,0.99893945
10484811.IV.BDI..HH,1,0.9983974,0.9981345,0.99857116,0.99769235,0.9982602,0.99745053,0.99837744
10484811.GU.GSCL..HH,0,0.001797871,0.0030207068,0.0010907312,0.003058045,0.0014831489,0.0022806756,0.002621791
10484811.MN.VLC..HH,1,0.9988568,0.99856406,0.99847907,0.99871385,0.99741936,0.99793315,0.99867404
10484811.IV.ZCCA..HH,1,0.9985833,0.9989254,0.9985354,0.9989209,0.99831617,0.99780446,0.9985682
1048671.IV.ARCI..HH,1,0.9978123,0.9972023,0.99684614,0.9972709,0.9950938,0.9951683,0.99778986
1048671.IV.ATMC..EH,1,0.9959258,0.9957618,0.9920174,0.99455786,0.9935421,0.99374455,0.9965327
1048671.IV.CAFI..HH,1,0.99756646,0.9975586,0.99674976,0.9976666,0.99705124,0.99641967,0.9976568
1048671.IV.CRE..HH,1,0.9973043,0.99768364,0.9952057,0.9970325,0.99684733,0.9962018,0.9975407
1048671.IV.CSNT..HH,1,0.99823976,0.99857247,0.9985018,0.9982703,0.99824846,0.9968263,0.99850804
1048671.IV.FROS..HH,1,0.9990933,0.99872774,0.9994166,0.99856746,0.99860746,0.99648845,0.9989483
10493511.IV.CSNT..HH,0,0.0027447087,0.0026902426,0.0031703596,0.0035185833,0.0022858765,0.0040759034,0.0016416243
10493511.IV.OSSC..HH,0,0.0022142373,0.0028216694,0.0011249701,0.003992722,0.0018732463,0.0022943637,0.0018602074
1049781.IV.NOVE..EH,0,0.0019772556,0.0034472325,0.0019178624,0.003294855,0.0027066974,0.0022845294,0.0017357887
1049781.IV.T0819..EH,1,0.99800164,0.99709404,0.9981084,0.9965145,0.99501836,0.99741554,0.9961055
1049781.IV.T0825..EH,0,0.0037135915,0.003408803,0.0020965443,0.0041897413,0.0020963785,0.003125425,0.001881283
1050241.GU.MAIM..HH,1,0.9967325,0.99768174,0.9922754,0.9954276,0.9930871,0.9929884,0.9959347
1050241.IV.MSSA..HH,1,0.99895203,0.9990332,0.9988978,0.998686,0.9988003,0.99780554,0.9985781
1050241.GU.POPM..HH,1,0.9964599,0.9971746,0.99246806,0.9956449,0.99636877,0.99447894,0.9973821
1050241.MN.VLC..HH,0,0.039242566,0.057390552,0.062036954,0.093296245,0.07588051,0.07097845,0.031147504
1051001.IV.FIU..EH,0,0.0024686826,0.002282853,0.000881127,0.0034612534,0.0018222427,0.0017473458,0.0016415133
1051131.IV.RAVA..EH,0,0.011017442,0.0074027125,0.009217227,0.005061849,0.00970777,0.0072662714,0.004058179
10514481.IV.PRMA..HH,1,0.9979267,0.9966708,0.9987538,0.9977012,0.994822,0.9948866,0.99732864
10527341.IV.CAFI..HH,0,0.0016215584,0.0016287636,0.002817686,0.0018993104,0.0018102052,0.0017772347,0.0017649218
10527341.GU.CARD..HH,0,0.0019256108,0.0026860188,0.0011898228,0.004621139,0.0026802346,0.0030448835,0.0020401594
10527341.IV.CRMI..HH,1,0.99861956,0.9970516,0.9986987,0.9979674,0.9973346,0.99608046,0.9986534
10527341.IV.CSNT..HH,0,0.0012239034,0.0022347758,0.00090806436,0.0014846028,0.001493987,0.0015974591,0.0006787511
10527341.IV.FROS..HH,0,0.006056667,0.006033874,0.0057886513,0.004715853,0.0035916278,0.0044793515,0.0041862475
10527341.GU.MAIM..HH,0,0.003968951,0.0033361015,0.0019183307,0.0031809215,0.0019554938,0.0028464561,0.0030721757
10527341.IV.MPPT..EH,1,0.9981933,0.9977034,0.99833775,0.99850535,0.99731463,0.99733967,0.99756634
10527341.IV.OSSC..HH,0,0.0027996474,0.0027752472,0.0016578798,0.0029427875,0.0014596477,0.0027341763,0.0017209788
1053191.IV.RAVA..EH,0,0.0015567688,0.001042519,0.0014995342,0.0019430085,0.0009024191,0.00078550726,0.0008410372
1053191.IV.T0822..EH,0,0.029939558,0.030497102,0.12255601,0.053602237,0.023817599,0.02115228,0.018455006
1055031.IV.RAVA..EH,0,0.0032623159,0.005282669,0.009060104,0.005230114,0.004583829,0.0054524257,0.0027463457
1055031.IV.SERM..EH,0,0.0024507525,0.004096654,0.0069740545,0.005833171,0.0044904025,0.0034630022,0.00307213
1055031.IV.T0822..EH,1,0.9969747,0.9969683,0.9976278,0.99632484,0.9951089,0.9959513,0.998304
1056331.IV.CRE..HH,1,0.99502605,0.9944009,0.9948196,0.9943414,0.9937186,0.990917,0.995142
1056331.IV.CSNT..HH,1,0.9964502,0.996092,0.9982065,0.9982748,0.9957451,0.9922497,0.9979261
1056331.IV.FROS..HH,1,0.9993666,0.9991216,0.99943656,0.99921525,0.99879813,0.99843985,0.9988655
1056331.IV.PARC..HH,1,0.9964379,0.99392325,0.99314827,0.9962386,0.992789,0.98881966,0.99620795
1056331.IV.TRIF..HH,0,0.80957884,0.880468,0.7636496,0.838921,0.8396477,0.8370935,0.9017121
1056461.IV.ARCI..HH,0,0.0019011616,0.002431941,0.0014234479,0.0017755935,0.0014730842,0.0015216063,0.0016441684
1056461.IV.ATBU..EH,0,0.0052630734,0.009031496,0.002567674,0.00354113,0.0035025263,0.002729083,0.006941352
1056461.IV.ATCC..EH,0,0.00634755,0.012926507,0.0036489153,0.007042533,0.006653641,0.006575905,0.01029792
1056461.IV.ATMI..HH,1,0.13061859,0.08978872,0.12806553,0.06339737,0.10211284,0.109634876,0.13447739
1056461.IV.ATPC..HH,0,0.02413246,0.032262046,0.035719402,0.015874447,0.012413066,0.009764764,0.02440451
1056461.IV.ATVA..EH,1,0.9959045,0.99528044,0.9970499,0.9961182,0.99238753,0.9934263,0.9964156
1056461.IV.ATVO..HH,1,0.9939913,0.99391407,0.9946057,0.995613,0.990493,0.9869847,0.99378324
1056461.IV.BADI..EH,0,0.0022753065,0.0038033484,0.0026961723,0.0025993811,0.003374365,0.0031486736,0.00157316
1056461.IV.CAFI..HH,1,0.99898607,0.9992149,0.9985208,0.999153,0.99841845,0.9984597,0.99910957
1056461.IV.CASP..HH,1,0.99332255,0.99641454,0.9921721,0.9954457,0.994445,0.99100643,0.99529535
1056461.IV.CDCA..EH,0,0.020297112,0.02234394,0.023915142,0.05470133,0.02907437,0.03835902,0.020856181
1056461.IV.CSNT..HH,1,0.995368,0.99595,0.99630356,0.98845214,0.9894559,0.98415494,0.9957867
1056461.IV.FROS..HH,1,0.9992143,0.9994956,0.9994006,0.99941707,0.99875414,0.99806756,0.99902606
1056461.GU.MAIM..HH,1,0.99673873,0.99469477,0.9896199,0.99438655,0.9927482,0.98895335,0.99545836
1056461.IV.MAON..HH,0,0.010839646,0.009853811,0.009885791,0.0076756603,0.0051269364,0.0077060387,0.009115747
1056461.IV.MCIV..HH,0,0.005625918,0.0056090895,0.0031326683,0.005344186,0.0035097871,0.0030719053,0.0033533068
1056461.IV.MURB..HH,0,0.02022282,0.017719137,0.021527689,0.059109226,0.02640303,0.026934795,0.030246776
1056461.IV.PARC..HH,1,0.99856395,0.9988921,0.9982589,0.99897987,0.9976472,0.9979242,0.99893993
1056461.IV.SACS..HH,0,0.0020479213,0.0024253388,0.0031800442,0.002405855,0.0017099287,0.0020965294,0.0019571977
1056461.IV.SSP9..EH,0,0.0019370625,0.0025696077,0.002209261,0.0027615642,0.0020953685,0.0019897597,0.0022886165
1057221.IV.TEOL..HH,1,0.99869764,0.9978733,0.99891555,0.9980228,0.9974637,0.9975521,0.9990227
1057321.IV.TEOL..HH,1,0.9979792,0.99737906,0.99864084,0.9977062,0.9975344,0.9966119,0.9978726
1058621.IV.T0800..HH,0,0.0039264266,0.003505192,0.0011807785,0.0021263123,0.0019434218,0.002058202,0.002267391
1058621.IV.T0822..EH,1,0.994477,0.99236614,0.99727124,0.9938951,0.9917093,0.99329233,0.9952448
1059681.IV.T0819..EH,1,0.9895689,0.9928617,0.99223584,0.98766065,0.9845419,0.9866455,0.9931879
1061571.IV.RAVA..EH,0,0.0007341666,0.00095436466,0.00074674416,0.0017485879,0.0010165466,0.00066364516,0.0009735595
10623711.IV.FROS..HH,1,0.99677926,0.99654204,0.9979534,0.9979133,0.9977155,0.9979366,0.99916625
1063281.IV.T0822..EH,0,0.042934384,0.061411034,0.075940855,0.05537518,0.04110251,0.02752019,0.040321816
1063911.IV.RAVA..EH,0,0.0029898195,0.0024246327,0.0019861187,0.0022383928,0.002308904,0.0021511621,0.0016611844
1064441.IV.FIU..EH,1,0.99675995,0.9966545,0.9963033,0.99617296,0.9970252,0.99570787,0.99808735
1064441.IV.T0800..HH,1,0.99859804,0.998818,0.99782735,0.99812406,0.9977303,0.99756646,0.99925715
1065041.IV.T0822..EH,1,0.9976913,0.9982476,0.99532396,0.99786144,0.9979665,0.9968727,0.998451
1065271.NI.CGRP..HH,0,0.0010759532,0.0014627533,0.001902657,0.0020668514,0.0016003334,0.0021316123,0.001637868
1065271.IV.RAVA..EH,0,0.0072746277,0.005086398,0.0018657784,0.0077376207,0.0059194947,0.00674245,0.004507483
1065271.IV.SERM..EH,0,0.0059359516,0.008985026,0.007784682,0.004115402,0.0050959247,0.007160754,0.0068384097
1065271.IV.T0800..HH,1,0.99834347,0.9980045,0.9984547,0.99811673,0.9976858,0.99607784,0.99848324
1065271.IV.T0822..EH,1,0.99819714,0.99790984,0.9958081,0.99749607,0.99704665,0.99628025,0.9974075
1065871.NI.CGRP..HH,0,0.0024319987,0.0027364434,0.0045709475,0.0038529614,0.0025623695,0.0028466415,0.0028404642
1065871.IV.CSNT..HH,1,0.9981591,0.9969598,0.9979892,0.99718225,0.9966137,0.9963636,0.99804807
1065871.IV.RAVA..EH,0,0.0063726287,0.007509526,0.0027949826,0.004357987,0.0022216516,0.0026646622,0.0028026563
1065871.IV.ROVR..HH,0,0.0023297344,0.0028257188,0.003952371,0.0025452622,0.0021633098,0.0029277296,0.0022839557
1065871.IV.T0800..HH,1,0.9901764,0.9927134,0.9946674,0.9879781,0.9813783,0.9643386,0.989856
1065871.IV.T0822..EH,1,0.99796164,0.99873215,0.9984226,0.99860317,0.9982083,0.99685305,0.9988834
1065871.IV.TEOL..HH,0,0.0035074495,0.0036134045,0.004827213,0.005587641,0.0037054762,0.0040020454,0.0045004045
1065871.IV.ZCCA..HH,1,0.9992073,0.9992859,0.99917334,0.99935716,0.9986669,0.9989286,0.9991086
1066161.IV.T0800..HH,1,0.99859303,0.9989097,0.9994636,0.9987496,0.99882334,0.99837935,0.99886656
1066161.IV.T0822..EH,1,0.9979729,0.99798536,0.9984909,0.99875474,0.99859446,0.99674857,0.9986034
10672551.GU.EQUI..HH,0,0.002575281,0.002096987,0.0040774327,0.0028204257,0.0018959959,0.0022165626,0.0015799039
10672551.GU.GORR..HH,1,0.99709606,0.9963846,0.9977977,0.9950464,0.99522626,0.99682105,0.99697816
10672551.GU.GRAM..HH,1,0.99923944,0.9992415,0.998895,0.9981053,0.99782616,0.99798656,0.9993063
10672551.IV.MSSA..HH,1,0.99278015,0.99493307,0.99563783,0.98292553,0.9869134,0.9968657,0.99379176
1067291.IV.T0800..HH,1,0.99539644,0.98085177,0.997072,0.9883342,0.98456603,0.9905296,0.9937915
1067291.IV.T0822..EH,1,0.996534,0.9955734,0.99628794,0.9970517,0.9953205,0.9950305,0.9977144
1068171.IV.ERBM..EH,1,0.9988876,0.9987458,0.9991122,0.99878913,0.99763334,0.9976974,0.9992415
1068171.GU.MAIM..HH,0,0.0028335683,0.003252337,0.0034257288,0.0038264282,0.0019413475,0.0037990224,0.0017483009
